order_bk,carrier,tracking_number,shipped_date_sk,delivered_date_sk,is_delivered
1000006426,PICKUP,,,,0
1000006427,Correo Argentino,TRK-BF6G5N5PJB,309.0,314.0,1
1000006428,PICKUP,,525.0,526.0,1
1000006429,PICKUP,,613.0,614.0,1
1000006430,PICKUP,,165.0,166.0,1
1000006431,Correo Argentino,TRK-CCX0OIDXFF,425.0,428.0,1
1000006432,PICKUP,,427.0,428.0,1
1000006433,Correo Argentino,TRK-FP0VWSFVQS,622.0,626.0,1
1000006434,Correo Argentino,TRK-M1ESSNHXZV,219.0,224.0,1
1000006435,PICKUP,,84.0,85.0,1
1000006436,Correo Argentino,TRK-N7YRE20O5Q,513.0,520.0,1
1000006437,Correo Argentino,TRK-IKDAWQU9OM,445.0,450.0,1
1000006438,PICKUP,,484.0,485.0,1
1000006439,Correo Argentino,TRK-S99NTHMFEB,64.0,66.0,1
1000006440,Correo Argentino,TRK-OG33SUB8WL,201.0,206.0,1
1000006441,Correo Argentino,TRK-9HWT1Z9OYP,525.0,528.0,1
1000006442,Correo Argentino,TRK-OUU7659EZ1,363.0,366.0,1
1000006443,PICKUP,,312.0,313.0,1
1000006444,PICKUP,,,,0
1000006445,Correo Argentino,TRK-P0IXF8YDES,400.0,403.0,1
1000006446,Correo Argentino,TRK-63K747CVBT,444.0,447.0,1
1000006447,Correo Argentino,TRK-LEELMJYJMT,374.0,377.0,1
1000006448,PICKUP,,635.0,636.0,1
1000006449,PICKUP,,344.0,345.0,1
1000006450,PICKUP,,217.0,218.0,1
1000006451,Correo Argentino,TRK-67V9KB2GGC,318.0,321.0,1
1000006452,Correo Argentino,TRK-V0SE01MG1W,395.0,399.0,1
1000006453,Correo Argentino,TRK-Q939MCQZBS,295.0,298.0,1
1000006454,Correo Argentino,,,,0
1000006455,PICKUP,,,,0
1000006456,PICKUP,,311.0,312.0,1
1000006457,Correo Argentino,TRK-L0IXS9HAKS,605.0,607.0,1
1000006458,PICKUP,,58.0,59.0,1
1000006459,Correo Argentino,TRK-908IRX2R8S,346.0,348.0,1
1000006460,Correo Argentino,TRK-1EB08UMGNO,552.0,555.0,1
1000006461,Correo Argentino,TRK-7OPBRWYZDK,145.0,148.0,1
1000006462,PICKUP,,273.0,274.0,1
1000006463,Correo Argentino,TRK-UZ6BZ3I9X3,71.0,75.0,1
1000006464,Correo Argentino,TRK-NACV0UIGA5,169.0,174.0,1
1000006465,Correo Argentino,TRK-4G1S1RBZED,331.0,335.0,1
1000006466,Correo Argentino,TRK-7MZIQOBPUQ,329.0,333.0,1
1000006467,PICKUP,,92.0,93.0,1
1000006468,Correo Argentino,TRK-BKPOTOXJ5L,74.0,79.0,1
1000006469,PICKUP,,,,0
1000006470,Correo Argentino,TRK-YDMSM7T6DN,435.0,439.0,1
1000006471,Correo Argentino,TRK-S6ZC6AZECJ,573.0,578.0,1
1000006472,PICKUP,,459.0,460.0,1
1000006473,PICKUP,,133.0,134.0,1
1000006474,Correo Argentino,TRK-7LTGSYIKP6,190.0,196.0,1
1000006475,Correo Argentino,TRK-G6PFSG7ZLU,44.0,51.0,1
1000006476,Correo Argentino,TRK-HII122O0AQ,510.0,515.0,1
1000006477,Correo Argentino,TRK-W9V0PVYWST,350.0,354.0,1
1000006478,PICKUP,,5.0,6.0,1
1000006479,PICKUP,,449.0,450.0,1
1000006480,Correo Argentino,TRK-DYCJXH5P55,321.0,323.0,1
1000006481,Correo Argentino,TRK-89I6Z7G83W,557.0,561.0,1
1000006482,Correo Argentino,TRK-56HHGAGL49,62.0,67.0,1
1000006483,PICKUP,,464.0,465.0,1
1000006484,Correo Argentino,TRK-MX700W8XAE,217.0,221.0,1
1000006485,PICKUP,,608.0,609.0,1
1000006486,PICKUP,,524.0,525.0,1
1000006487,PICKUP,,255.0,256.0,1
1000006488,PICKUP,,51.0,52.0,1
1000006489,Correo Argentino,TRK-JNI3FCDNID,64.0,68.0,1
1000006490,Correo Argentino,TRK-U3LTJ7RFTV,183.0,187.0,1
1000006491,Correo Argentino,TRK-O783XZ1TY2,455.0,457.0,1
1000006492,Correo Argentino,TRK-DGGKRTLTNU,574.0,578.0,1
1000006493,PICKUP,,343.0,344.0,1
1000006494,Correo Argentino,TRK-YGR5CSIP4Z,202.0,207.0,1
1000006495,Correo Argentino,TRK-1CY6JOC50H,51.0,55.0,1
1000006496,Correo Argentino,,,,0
1000006497,PICKUP,,607.0,608.0,1
1000006498,Correo Argentino,TRK-H2B440ZR6L,206.0,208.0,1
1000006499,PICKUP,,260.0,261.0,1
1000006500,Correo Argentino,TRK-W8ZUPMDIK9,237.0,243.0,1
1000006501,Correo Argentino,,,,0
1000006502,PICKUP,,312.0,313.0,1
1000006503,Correo Argentino,TRK-HO57FJVKET,383.0,387.0,1
1000006504,PICKUP,,148.0,149.0,1
1000006505,Correo Argentino,TRK-HNBL9TLNLG,79.0,86.0,1
1000006506,Correo Argentino,TRK-U1CV8K80QO,297.0,302.0,1
1000006507,Correo Argentino,TRK-XM5JBUBYZ6,418.0,422.0,1
1000006508,PICKUP,,563.0,564.0,1
1000006509,Correo Argentino,TRK-F0505JQA20,516.0,519.0,1
1000006510,PICKUP,,434.0,435.0,1
1000006511,PICKUP,,434.0,435.0,1
1000006512,Correo Argentino,TRK-SG40E33UYK,29.0,34.0,1
1000006513,PICKUP,,225.0,226.0,1
1000006514,PICKUP,,539.0,540.0,1
1000006515,Correo Argentino,TRK-64KTDZJPBL,424.0,427.0,1
1000006516,Correo Argentino,TRK-B938GQDL8T,94.0,97.0,1
1000006517,Correo Argentino,TRK-VKSSX878BG,556.0,558.0,1
1000006518,Correo Argentino,TRK-5RXQ3G0VTA,237.0,241.0,1
1000006519,Correo Argentino,TRK-87KJY6I6QO,562.0,564.0,1
1000006520,Correo Argentino,TRK-09Z6YEF9K5,139.0,142.0,1
1000006521,Correo Argentino,TRK-WXXG2T8TWH,285.0,288.0,1
1000006522,Correo Argentino,TRK-JM51M7E3SR,308.0,315.0,1
1000006523,Correo Argentino,TRK-Y3ZG0X0JDR,626.0,630.0,1
1000006524,PICKUP,,383.0,384.0,1
1000006525,Correo Argentino,TRK-YOUE9LOLUP,595.0,597.0,1
1000006526,Correo Argentino,TRK-4Y8MWFEGZY,287.0,291.0,1
1000006527,PICKUP,,630.0,631.0,1
1000006528,Correo Argentino,TRK-86GSWLAF0R,263.0,266.0,1
1000006529,Correo Argentino,TRK-NKP98TIDS7,260.0,264.0,1
1000006530,Correo Argentino,TRK-DNKYJRPC8W,344.0,347.0,1
1000006531,PICKUP,,,,0
1000006532,Correo Argentino,TRK-0CTT38H5LD,28.0,35.0,1
1000006533,Correo Argentino,TRK-69TJUZW2ST,36.0,40.0,1
1000006534,PICKUP,,,,0
1000006535,PICKUP,,378.0,379.0,1
1000006536,Correo Argentino,TRK-SCZVRKWDCQ,434.0,438.0,1
1000006537,PICKUP,,286.0,287.0,1
1000006538,PICKUP,,60.0,61.0,1
1000006539,Correo Argentino,TRK-J2TXJ9WBXF,377.0,379.0,1
1000006540,PICKUP,,240.0,241.0,1
1000006541,PICKUP,,,,0
1000006542,Correo Argentino,TRK-191HRA5WWY,407.0,412.0,1
1000006543,Correo Argentino,TRK-U3QRWZXWYE,566.0,571.0,1
1000006544,Correo Argentino,TRK-15ZOVAIL06,183.0,185.0,1
1000006545,Correo Argentino,TRK-C28AUS5IFO,385.0,388.0,1
1000006546,Correo Argentino,TRK-OEN4963US1,564.0,566.0,1
1000006547,Correo Argentino,TRK-8NTAFEGWFO,597.0,600.0,1
1000006548,Correo Argentino,TRK-CZXOTYRMLG,590.0,592.0,1
1000006549,Correo Argentino,TRK-7ZY36NFL22,53.0,56.0,1
1000006550,Correo Argentino,TRK-IR68QXVVOR,624.0,627.0,1
1000006551,Correo Argentino,TRK-DLK2KDXZMW,144.0,149.0,1
1000006552,PICKUP,,414.0,415.0,1
1000006553,Correo Argentino,TRK-XAYQW39OK5,116.0,118.0,1
1000006554,Correo Argentino,TRK-ZG72161GFR,362.0,367.0,1
1000006555,Correo Argentino,TRK-U6WL2READW,448.0,452.0,1
1000006556,Correo Argentino,TRK-6DW9TB5PLG,344.0,347.0,1
1000006557,PICKUP,,20.0,21.0,1
1000006558,PICKUP,,423.0,424.0,1
1000006559,PICKUP,,5.0,6.0,1
1000006560,Correo Argentino,TRK-10EP0XSLZM,358.0,361.0,1
1000006561,Correo Argentino,TRK-FVI1K9HFL1,528.0,534.0,1
1000006562,Correo Argentino,TRK-GVB96875WG,627.0,631.0,1
1000006563,PICKUP,,389.0,390.0,1
1000006564,Correo Argentino,,,,0
1000006565,Correo Argentino,TRK-RHMUUSQS2E,275.0,279.0,1
1000006566,Correo Argentino,,,,0
1000006567,Correo Argentino,TRK-IUNPKSNQKW,29.0,32.0,1
1000006568,Correo Argentino,TRK-KUAFSI0W1G,539.0,543.0,1
1000006569,PICKUP,,195.0,196.0,1
1000006570,Correo Argentino,TRK-ZOP7P77YLW,286.0,290.0,1
1000006571,PICKUP,,114.0,115.0,1
1000006572,PICKUP,,597.0,598.0,1
1000006573,Correo Argentino,TRK-YNWEC3PJQP,606.0,609.0,1
1000006574,Correo Argentino,,,,0
1000006575,PICKUP,,98.0,99.0,1
1000006576,Correo Argentino,TRK-R3LC4Z8E1L,43.0,45.0,1
1000006577,Correo Argentino,TRK-SYL8SG8O59,436.0,443.0,1
1000006578,PICKUP,,92.0,93.0,1
1000006579,Correo Argentino,TRK-Y5TJSA14E7,112.0,115.0,1
1000006580,Correo Argentino,TRK-BBNZH2LCPD,603.0,605.0,1
1000006581,PICKUP,,328.0,329.0,1
1000006582,PICKUP,,366.0,367.0,1
1000006583,PICKUP,,451.0,452.0,1
1000006584,Correo Argentino,TRK-1IP2RGMUPE,494.0,497.0,1
1000006585,Correo Argentino,,,,0
1000006586,Correo Argentino,TRK-AXX8HKKISS,572.0,576.0,1
1000006587,Correo Argentino,TRK-PGU0W3WLNE,318.0,323.0,1
1000006588,Correo Argentino,TRK-HUQM0YPRLD,391.0,396.0,1
1000006589,PICKUP,,165.0,166.0,1
1000006590,Correo Argentino,TRK-OHJXTI8FIE,193.0,195.0,1
1000006591,PICKUP,,,,0
1000006592,Correo Argentino,TRK-UIVRNK92BG,262.0,266.0,1
1000006593,PICKUP,,,,0
1000006594,PICKUP,,248.0,249.0,1
1000006595,Correo Argentino,TRK-CI4OQYTLBO,157.0,162.0,1
1000006596,Correo Argentino,TRK-N4JNUEWYAV,367.0,372.0,1
1000006597,PICKUP,,471.0,472.0,1
1000006598,PICKUP,,343.0,344.0,1
1000006599,Correo Argentino,TRK-JU63E4P4P9,466.0,468.0,1
1000006600,PICKUP,,94.0,95.0,1
1000006601,Correo Argentino,TRK-72AD8EKSQT,90.0,92.0,1
1000006602,PICKUP,,39.0,40.0,1
1000006603,Correo Argentino,TRK-2I4RA2FK59,264.0,267.0,1
1000006604,Correo Argentino,TRK-OOJWZDUZJ5,265.0,268.0,1
1000006605,Correo Argentino,TRK-16DGTDLMN9,158.0,164.0,1
1000006606,Correo Argentino,TRK-HFU7URU8UB,266.0,268.0,1
1000006607,Correo Argentino,TRK-987UTMEC48,613.0,617.0,1
1000006608,Correo Argentino,TRK-1B6BOEO6B3,474.0,476.0,1
1000006609,PICKUP,,319.0,320.0,1
1000006610,Correo Argentino,TRK-GEBE0AVJ5A,347.0,352.0,1
1000006611,Correo Argentino,TRK-Q5VO356FQ6,189.0,191.0,1
1000006612,Correo Argentino,TRK-C7U9K2EYYL,155.0,160.0,1
1000006613,Correo Argentino,TRK-7MZ8X4NYQ7,573.0,579.0,1
1000006614,PICKUP,,202.0,203.0,1
1000006615,Correo Argentino,,,,0
1000006616,PICKUP,,530.0,531.0,1
1000006617,PICKUP,,43.0,44.0,1
1000006618,PICKUP,,349.0,350.0,1
1000006619,PICKUP,,541.0,542.0,1
1000006620,Correo Argentino,TRK-FHHA2CWHRI,488.0,492.0,1
1000006621,PICKUP,,138.0,139.0,1
1000006622,PICKUP,,,,0
1000006623,PICKUP,,588.0,589.0,1
1000006624,Correo Argentino,TRK-254PTZZV8C,356.0,359.0,1
1000006625,Correo Argentino,TRK-WDNPSE97FF,591.0,596.0,1
1000006626,PICKUP,,14.0,15.0,1
1000006627,PICKUP,,439.0,440.0,1
1000006628,Correo Argentino,TRK-AAFN2Y8KB2,60.0,62.0,1
1000006629,Correo Argentino,,,,0
1000006630,Correo Argentino,TRK-14VXEVC66L,74.0,78.0,1
1000006631,Correo Argentino,TRK-5L4LLEUJ15,190.0,193.0,1
1000006632,PICKUP,,620.0,621.0,1
1000006633,PICKUP,,258.0,259.0,1
1000006634,Correo Argentino,TRK-EFCF5P8H0Y,403.0,408.0,1
1000006635,Correo Argentino,TRK-RYRSJBYJXN,626.0,628.0,1
1000006636,Correo Argentino,TRK-9NQNW8XZDA,429.0,432.0,1
1000006637,Correo Argentino,TRK-QYOTPGOCT7,370.0,374.0,1
1000006638,Correo Argentino,TRK-L599S9QCK3,493.0,498.0,1
1000006639,Correo Argentino,,,,0
1000006640,Correo Argentino,TRK-F5G334OP7H,360.0,363.0,1
1000006641,Correo Argentino,TRK-IBCS7IB36Q,29.0,32.0,1
1000006642,Correo Argentino,TRK-7MH2089GJV,578.0,580.0,1
1000006643,Correo Argentino,TRK-5U892IWRCU,579.0,581.0,1
1000006644,Correo Argentino,TRK-ZAFUULI79X,611.0,614.0,1
1000006645,Correo Argentino,TRK-OW8ERKF6Z3,325.0,330.0,1
1000006646,Correo Argentino,TRK-742PX4OROK,122.0,125.0,1
1000006647,Correo Argentino,TRK-ZACCWGSG1L,255.0,257.0,1
1000006648,Correo Argentino,TRK-66G3C6JCLB,20.0,24.0,1
1000006649,PICKUP,,577.0,578.0,1
1000006650,PICKUP,,,,0
1000006651,Correo Argentino,TRK-T5HW1ODOJK,602.0,605.0,1
1000006652,Correo Argentino,TRK-4317GHXTBI,489.0,491.0,1
1000006653,Correo Argentino,TRK-L9ESAM98AM,242.0,244.0,1
1000006654,PICKUP,,385.0,386.0,1
1000006655,Correo Argentino,,,,0
1000006656,Correo Argentino,,,,0
1000006657,PICKUP,,348.0,349.0,1
1000006658,Correo Argentino,TRK-BH7M4IUB9Q,426.0,429.0,1
1000006659,PICKUP,,568.0,569.0,1
1000006660,PICKUP,,577.0,578.0,1
1000006661,Correo Argentino,TRK-H49KTUV7NU,241.0,247.0,1
1000006662,Correo Argentino,TRK-VMT3UZTVTA,68.0,72.0,1
1000006663,PICKUP,,4.0,5.0,1
1000006664,Correo Argentino,TRK-6ABZTIP6T1,401.0,408.0,1
1000006665,Correo Argentino,TRK-E5X2VO8OIR,471.0,477.0,1
1000006666,PICKUP,,532.0,533.0,1
1000006667,PICKUP,,,,0
1000006668,PICKUP,,225.0,226.0,1
1000006669,PICKUP,,59.0,60.0,1
1000006670,Correo Argentino,TRK-OT80XJCHXT,210.0,215.0,1
1000006671,PICKUP,,,,0
1000006672,Correo Argentino,TRK-UXGVEGETGP,484.0,487.0,1
1000006673,PICKUP,,229.0,230.0,1
1000006674,PICKUP,,85.0,86.0,1
1000006675,PICKUP,,109.0,110.0,1
1000006676,PICKUP,,76.0,77.0,1
1000006677,Correo Argentino,TRK-Y6V9L8DHJU,205.0,208.0,1
1000006678,Correo Argentino,TRK-9TQ6DS6ATW,618.0,620.0,1
1000006679,PICKUP,,289.0,290.0,1
1000006680,Correo Argentino,TRK-D5AIKPIPLB,640.0,645.0,1
1000006681,PICKUP,,492.0,493.0,1
1000006682,PICKUP,,195.0,196.0,1
1000006683,Correo Argentino,TRK-B83HRJWCGS,229.0,234.0,1
1000006684,Correo Argentino,TRK-6CNQ75YA0S,344.0,348.0,1
1000006685,PICKUP,,307.0,308.0,1
1000006686,PICKUP,,,,0
1000006687,Correo Argentino,TRK-8XTNTJ2XRH,578.0,580.0,1
1000006688,PICKUP,,143.0,144.0,1
1000006689,Correo Argentino,TRK-426SYMI62F,36.0,41.0,1
1000006690,PICKUP,,32.0,33.0,1
1000006691,PICKUP,,196.0,197.0,1
1000006692,PICKUP,,366.0,367.0,1
1000006693,Correo Argentino,TRK-1GBFY9GSZ1,600.0,604.0,1
1000006694,PICKUP,,457.0,458.0,1
1000006695,Correo Argentino,,,,0
1000006696,Correo Argentino,TRK-F3PPPFNROA,489.0,491.0,1
1000006697,Correo Argentino,TRK-Y044S1LDE2,202.0,205.0,1
1000006698,Correo Argentino,TRK-XE2FAZ0HX5,270.0,275.0,1
1000006699,PICKUP,,,,0
1000006700,PICKUP,,136.0,137.0,1
1000006701,PICKUP,,286.0,287.0,1
1000006702,Correo Argentino,TRK-ZJPLBHL1US,193.0,195.0,1
1000006703,Correo Argentino,TRK-X4CBRX5H3H,37.0,41.0,1
1000006704,Correo Argentino,TRK-WSGBLQ143W,69.0,71.0,1
1000006705,Correo Argentino,TRK-MLNLSUYEP9,573.0,577.0,1
1000006706,PICKUP,,337.0,338.0,1
1000006707,PICKUP,,27.0,28.0,1
1000006708,PICKUP,,,,0
1000006709,Correo Argentino,TRK-NTQ09TCGXV,483.0,486.0,1
1000006710,Correo Argentino,TRK-DMT0TX5FNT,239.0,244.0,1
1000006711,Correo Argentino,TRK-0N53P1PFUP,175.0,180.0,1
1000006712,Correo Argentino,TRK-EIVHPM1M2L,433.0,438.0,1
1000006713,Correo Argentino,TRK-QDG4FVFG2S,573.0,577.0,1
1000006714,Correo Argentino,TRK-IX2N6AARHN,395.0,398.0,1
1000006715,Correo Argentino,TRK-4HL8FE3YD9,441.0,445.0,1
1000006716,PICKUP,,42.0,43.0,1
1000006717,PICKUP,,286.0,287.0,1
1000006718,Correo Argentino,TRK-382MDIBV83,289.0,295.0,1
1000006719,Correo Argentino,TRK-KIQB6LCZ61,390.0,395.0,1
1000006720,Correo Argentino,TRK-XSSXOSCCX1,225.0,230.0,1
1000006721,PICKUP,,39.0,40.0,1
1000006722,PICKUP,,222.0,223.0,1
1000006723,Correo Argentino,TRK-J3I6Y7CKFU,465.0,468.0,1
1000006724,Correo Argentino,TRK-4E84WEPK8E,317.0,321.0,1
1000006725,Correo Argentino,,,,0
1000006726,Correo Argentino,TRK-8RIZFTC52H,131.0,136.0,1
1000006727,Correo Argentino,TRK-STDFKMYG0E,438.0,440.0,1
1000006728,PICKUP,,267.0,268.0,1
1000006729,Correo Argentino,TRK-G0T4YBSP4Y,218.0,222.0,1
1000006730,Correo Argentino,TRK-UUBSPKV2L1,598.0,603.0,1
1000006731,Correo Argentino,TRK-R0ZK20BCUA,59.0,63.0,1
1000006732,Correo Argentino,TRK-S2YTOB88JV,80.0,82.0,1
1000006733,Correo Argentino,TRK-I4FRVM27TH,177.0,180.0,1
1000006734,Correo Argentino,TRK-AK7P3MXLLM,536.0,539.0,1
1000006735,Correo Argentino,TRK-86ANKMM71Q,421.0,425.0,1
1000006736,PICKUP,,181.0,182.0,1
1000006737,Correo Argentino,TRK-MPNHUW85XP,604.0,610.0,1
1000006738,Correo Argentino,TRK-8SQSIOL8GB,527.0,531.0,1
1000006739,PICKUP,,578.0,579.0,1
1000006740,Correo Argentino,TRK-8BCK952DCI,395.0,401.0,1
1000006741,Correo Argentino,TRK-4W1DUJXP8Z,297.0,302.0,1
1000006742,Correo Argentino,TRK-WW0Z2CYX3U,140.0,144.0,1
1000006743,PICKUP,,,,0
1000006744,Correo Argentino,TRK-6WZELI4QB9,34.0,41.0,1
1000006745,Correo Argentino,TRK-HSAW4GHAQ5,511.0,516.0,1
1000006746,Correo Argentino,TRK-4RKKV23ET3,133.0,135.0,1
1000006747,PICKUP,,563.0,564.0,1
1000006748,Correo Argentino,,,,0
1000006749,Correo Argentino,,,,0
1000006750,Correo Argentino,TRK-G8FUG9YTSY,73.0,78.0,1
1000006751,PICKUP,,207.0,208.0,1
1000006752,Correo Argentino,TRK-2M6Q8H9SPC,398.0,403.0,1
1000006753,Correo Argentino,TRK-WV9WIA1KDP,421.0,423.0,1
1000006754,Correo Argentino,TRK-MLWJQ4CFPD,563.0,568.0,1
1000006755,Correo Argentino,TRK-8ASSA0D1WL,167.0,172.0,1
1000006756,PICKUP,,619.0,620.0,1
1000006757,PICKUP,,98.0,99.0,1
1000006758,PICKUP,,392.0,393.0,1
1000006759,Correo Argentino,TRK-ZB01PFZYSU,206.0,208.0,1
1000006760,Correo Argentino,TRK-CYLRORFD81,192.0,197.0,1
1000006761,PICKUP,,582.0,583.0,1
1000006762,PICKUP,,342.0,343.0,1
1000006763,Correo Argentino,TRK-0XD5880F5N,413.0,417.0,1
1000006764,PICKUP,,467.0,468.0,1
1000006765,Correo Argentino,TRK-NWTS9PT6VX,260.0,262.0,1
1000006766,Correo Argentino,TRK-4FYS4IT0QW,539.0,543.0,1
1000006767,PICKUP,,435.0,436.0,1
1000006768,Correo Argentino,TRK-AOOIN7AQP9,486.0,488.0,1
1000006769,PICKUP,,26.0,27.0,1
1000006770,Correo Argentino,TRK-SRQAA06IOU,21.0,25.0,1
1000006771,Correo Argentino,TRK-0R8QA9IR6Y,348.0,351.0,1
1000006772,PICKUP,,55.0,56.0,1
1000006773,Correo Argentino,TRK-71XKQR999E,487.0,490.0,1
1000006774,Correo Argentino,TRK-J9NYPU4KT4,349.0,353.0,1
1000006775,PICKUP,,282.0,283.0,1
1000006776,Correo Argentino,TRK-OS1A3RKP58,26.0,30.0,1
1000006777,Correo Argentino,TRK-4U2K9PLTJS,329.0,334.0,1
1000006778,Correo Argentino,TRK-YJ2XEQLO3M,465.0,469.0,1
1000006779,PICKUP,,,,0
1000006780,PICKUP,,126.0,127.0,1
1000006781,PICKUP,,308.0,309.0,1
1000006782,Correo Argentino,TRK-QHY5IYESY3,462.0,466.0,1
1000006783,PICKUP,,193.0,194.0,1
1000006784,PICKUP,,600.0,601.0,1
1000006785,PICKUP,,384.0,385.0,1
1000006786,PICKUP,,348.0,349.0,1
1000006787,PICKUP,,102.0,103.0,1
1000006788,PICKUP,,446.0,447.0,1
1000006789,PICKUP,,391.0,392.0,1
1000006790,Correo Argentino,,,,0
1000006791,Correo Argentino,TRK-NST6VKTV0G,176.0,181.0,1
1000006792,PICKUP,,501.0,502.0,1
1000006793,PICKUP,,284.0,285.0,1
1000006794,PICKUP,,291.0,292.0,1
1000006795,Correo Argentino,TRK-N6Q9BG8FYR,548.0,552.0,1
1000006796,PICKUP,,492.0,493.0,1
1000006797,Correo Argentino,TRK-MJ7Z2AE3O7,243.0,247.0,1
1000006798,Correo Argentino,TRK-VUU8UCLZ3B,399.0,401.0,1
1000006799,PICKUP,,520.0,521.0,1
1000006800,Correo Argentino,TRK-D8SA9Q7V4G,477.0,482.0,1
1000006801,PICKUP,,272.0,273.0,1
1000006802,Correo Argentino,TRK-05M70LZEXE,620.0,623.0,1
1000006803,Correo Argentino,TRK-VOR2XL5ZP2,197.0,199.0,1
1000006804,PICKUP,,74.0,75.0,1
1000006805,Correo Argentino,TRK-0RQR4VCGZ7,327.0,332.0,1
1000006806,PICKUP,,119.0,120.0,1
1000006807,Correo Argentino,TRK-SQ7OZ46YL1,87.0,90.0,1
1000006808,Correo Argentino,TRK-AI745KJDYG,586.0,590.0,1
1000006809,Correo Argentino,TRK-9MXKFT5X05,589.0,593.0,1
1000006810,Correo Argentino,TRK-6PJ0UF2LC6,613.0,617.0,1
1000006811,Correo Argentino,TRK-TJD9V0TOHJ,630.0,632.0,1
1000006812,Correo Argentino,TRK-3NSD85CSK5,140.0,145.0,1
1000006813,PICKUP,,,,0
1000006814,PICKUP,,44.0,45.0,1
1000006815,Correo Argentino,,,,0
1000006816,PICKUP,,569.0,570.0,1
1000006817,PICKUP,,463.0,464.0,1
1000006818,PICKUP,,588.0,589.0,1
1000006819,Correo Argentino,TRK-5RDKU8WECM,566.0,568.0,1
1000006820,Correo Argentino,TRK-0CY9N7UVDK,105.0,107.0,1
1000006821,PICKUP,,106.0,107.0,1
1000006822,PICKUP,,112.0,113.0,1
1000006823,Correo Argentino,TRK-WOH0N3QL4V,281.0,288.0,1
1000006824,Correo Argentino,TRK-AONLGR83UR,140.0,146.0,1
1000006825,PICKUP,,,,0
1000006826,Correo Argentino,TRK-RW65NH720Q,203.0,205.0,1
1000006827,PICKUP,,24.0,25.0,1
1000006828,PICKUP,,505.0,506.0,1
1000006829,Correo Argentino,TRK-1BEWJEGMA4,277.0,281.0,1
1000006830,Correo Argentino,TRK-YBOT78Y8IM,116.0,118.0,1
1000006831,Correo Argentino,TRK-FLJN14QIYS,327.0,332.0,1
1000006832,Correo Argentino,TRK-EQPJQQ7XYS,201.0,206.0,1
1000006833,Correo Argentino,TRK-Q2SRZ0827R,241.0,243.0,1
1000006834,PICKUP,,437.0,438.0,1
1000006835,Correo Argentino,TRK-BW2LRWUGUK,6.0,11.0,1
1000006836,Correo Argentino,TRK-JSJMQL4U7V,380.0,385.0,1
1000006837,PICKUP,,256.0,257.0,1
1000006838,PICKUP,,571.0,572.0,1
1000006839,Correo Argentino,TRK-9TN0TOVFT6,345.0,347.0,1
1000006840,Correo Argentino,TRK-V25UXYCTHM,204.0,208.0,1
1000006841,Correo Argentino,TRK-A87Z1ZBHDL,375.0,378.0,1
1000006842,PICKUP,,576.0,577.0,1
1000006843,Correo Argentino,TRK-DUZIQG2PTJ,633.0,638.0,1
1000006844,PICKUP,,70.0,71.0,1
1000006845,Correo Argentino,TRK-F2RRE05Q61,382.0,386.0,1
1000006846,Correo Argentino,TRK-AXIIMEV9WE,591.0,595.0,1
1000006847,Correo Argentino,TRK-YUVWG2OSDP,251.0,255.0,1
1000006848,Correo Argentino,TRK-HKHST96BEL,533.0,538.0,1
1000006849,Correo Argentino,TRK-M9G32CXUV5,19.0,21.0,1
1000006850,PICKUP,,567.0,568.0,1
1000006851,Correo Argentino,TRK-SAQEPPBUPH,256.0,259.0,1
1000006852,Correo Argentino,,,,0
1000006853,Correo Argentino,TRK-ZBBY84EFE5,429.0,432.0,1
1000006854,PICKUP,,46.0,47.0,1
1000006855,Correo Argentino,TRK-1H8IF2BIUN,253.0,258.0,1
1000006856,Correo Argentino,TRK-PYD5YWY9OD,15.0,21.0,1
1000006857,Correo Argentino,TRK-I47VMQ9DH3,625.0,629.0,1
1000006858,Correo Argentino,TRK-9JZW0H3BFW,289.0,293.0,1
1000006859,Correo Argentino,TRK-6I3X59X4IB,3.0,5.0,1
1000006860,Correo Argentino,TRK-A8AD9DZHJL,260.0,263.0,1
1000006861,Correo Argentino,TRK-NI85X1N8QN,533.0,536.0,1
1000006862,PICKUP,,380.0,381.0,1
1000006863,Correo Argentino,TRK-YMOWSJGYJH,145.0,150.0,1
1000006864,Correo Argentino,TRK-ZNZXR0MUNY,552.0,554.0,1
1000006865,Correo Argentino,TRK-4U9K81LAOH,602.0,605.0,1
1000006866,PICKUP,,435.0,436.0,1
1000006867,Correo Argentino,TRK-ELZVLDU2FK,398.0,403.0,1
1000006868,PICKUP,,74.0,75.0,1
1000006869,Correo Argentino,TRK-9OV3IQA1OO,28.0,33.0,1
1000006870,Correo Argentino,TRK-SDTLWZXFUA,312.0,317.0,1
1000006871,PICKUP,,592.0,593.0,1
1000006872,Correo Argentino,TRK-UWHU77C4PX,89.0,94.0,1
1000006873,PICKUP,,263.0,264.0,1
1000006874,Correo Argentino,TRK-PWG7HSQULM,632.0,636.0,1
1000006875,PICKUP,,525.0,526.0,1
1000006876,Correo Argentino,TRK-G3C0PH6EW7,413.0,416.0,1
1000006877,PICKUP,,217.0,218.0,1
1000006878,Correo Argentino,TRK-Q0PS4VNME7,497.0,502.0,1
1000006879,PICKUP,,502.0,503.0,1
1000006880,PICKUP,,328.0,329.0,1
1000006881,Correo Argentino,TRK-PBFMJ2G05E,320.0,322.0,1
1000006882,Correo Argentino,TRK-VWVEDAJ12H,130.0,132.0,1
