location_sk,address_bk,city,province_name,province_code,postal_code,country_code
999,1995,CABA,Buenos Aires,BA,4919,AR
1000,1996,CABA,Buenos Aires,BA,4436,AR
1001,1997,Villa Carlos Paz,Córdoba,CBA,2082,AR
1002,1998,La Plata,Buenos Aires,BA,7512,AR
1003,1999,La Plata,Buenos Aires,BA,1121,AR
1004,2000,Godoy Cruz,Mendoza,MZA,1688,AR
1005,2001,Mar del Plata,Buenos Aires,BA,7846,AR
1006,2002,Rafaela,Santa Fe,SF,6524,AR
1007,2003,Mar del Plata,Buenos Aires,BA,9273,AR
1008,2004,Mar del Plata,Buenos Aires,BA,8126,AR
1009,2005,Mar del Plata,Buenos Aires,BA,1729,AR
1010,2006,La Plata,Buenos Aires,BA,7836,AR
1011,2007,San Rafael,Mendoza,MZA,8360,AR
1012,2008,Mar del Plata,Buenos Aires,BA,7468,AR
1013,2009,CABA,Buenos Aires,BA,7504,AR
1014,2010,CABA,Buenos Aires,BA,1267,AR
1015,2011,Rafaela,Santa Fe,SF,9136,AR
1016,2012,Mar del Plata,Buenos Aires,BA,6383,AR
1017,2013,CABA,Buenos Aires,BA,6386,AR
1018,2014,Mendoza,Mendoza,MZA,3769,AR
1019,2015,Villa Carlos Paz,Córdoba,CBA,6921,AR
1020,2016,Santa Fe,Santa Fe,SF,2248,AR
1021,2017,Rosario,Santa Fe,SF,2857,AR
1022,2018,Mar del Plata,Buenos Aires,BA,8884,AR
1023,2019,Santa Fe,Santa Fe,SF,4101,AR
1024,2020,San Rafael,Mendoza,MZA,3658,AR
1025,2021,Mar del Plata,Buenos Aires,BA,1488,AR
1026,2022,Santa Fe,Santa Fe,SF,3744,AR
1027,2023,Villa Carlos Paz,Córdoba,CBA,4715,AR
1028,2024,Villa Carlos Paz,Córdoba,CBA,4262,AR
1029,2025,CABA,Buenos Aires,BA,7103,AR
1030,2026,CABA,Buenos Aires,BA,2572,AR
1031,2027,Córdoba,Córdoba,CBA,6582,AR
1032,2028,Córdoba,Córdoba,CBA,5807,AR
1033,2029,Rosario,Santa Fe,SF,7219,AR
1034,2030,La Plata,Buenos Aires,BA,9163,AR
1035,2031,Villa Carlos Paz,Córdoba,CBA,4027,AR
1036,2032,Rafaela,Santa Fe,SF,2857,AR
1037,2033,Godoy Cruz,Mendoza,MZA,2291,AR
1038,2034,La Plata,Buenos Aires,BA,5874,AR
1039,2035,Rosario,Santa Fe,SF,5408,AR
1040,2036,CABA,Buenos Aires,BA,1696,AR
1041,2037,Santa Fe,Santa Fe,SF,5056,AR
1042,2038,CABA,Buenos Aires,BA,8705,AR
1043,2039,Córdoba,Córdoba,CBA,7683,AR
1044,2040,Villa Carlos Paz,Córdoba,CBA,9971,AR
1045,2041,CABA,Buenos Aires,BA,6640,AR
1046,2042,Mar del Plata,Buenos Aires,BA,5080,AR
1047,2043,Villa Carlos Paz,Córdoba,CBA,7644,AR
1048,2044,Río Cuarto,Córdoba,CBA,5076,AR
1049,2045,Córdoba,Córdoba,CBA,7467,AR
1050,2046,Godoy Cruz,Mendoza,MZA,2814,AR
1051,2047,La Plata,Buenos Aires,BA,3019,AR
1052,2048,La Plata,Buenos Aires,BA,8264,AR
1053,2049,Rosario,Santa Fe,SF,4977,AR
1054,2050,La Plata,Buenos Aires,BA,8099,AR
1055,2051,CABA,Buenos Aires,BA,7773,AR
1056,2052,Rosario,Santa Fe,SF,1225,AR
1057,2053,Rafaela,Santa Fe,SF,5967,AR
1058,2054,Mar del Plata,Buenos Aires,BA,3628,AR
1059,2055,CABA,Buenos Aires,BA,7300,AR
1060,2056,San Rafael,Mendoza,MZA,5385,AR
1061,2057,Mar del Plata,Buenos Aires,BA,7614,AR
1062,2058,CABA,Buenos Aires,BA,9682,AR
1063,2059,Río Cuarto,Córdoba,CBA,7876,AR
1064,2060,CABA,Buenos Aires,BA,7960,AR
1065,2061,Villa Carlos Paz,Córdoba,CBA,6847,AR
1066,2062,Mar del Plata,Buenos Aires,BA,6507,AR
1067,2063,CABA,Buenos Aires,BA,8058,AR
1068,2064,CABA,Buenos Aires,BA,7729,AR
1069,2065,La Plata,Buenos Aires,BA,9987,AR
1070,2066,Córdoba,Córdoba,CBA,1599,AR
1071,2067,Mar del Plata,Buenos Aires,BA,4425,AR
1072,2068,CABA,Buenos Aires,BA,1723,AR
1073,2069,Río Cuarto,Córdoba,CBA,9020,AR
1074,2070,Santa Fe,Santa Fe,SF,5549,AR
1075,2071,La Plata,Buenos Aires,BA,1440,AR
1076,2072,San Rafael,Mendoza,MZA,3819,AR
1077,2073,CABA,Buenos Aires,BA,3172,AR
1078,2074,Mar del Plata,Buenos Aires,BA,1515,AR
1079,2075,Río Cuarto,Córdoba,CBA,8074,AR
1080,2076,Córdoba,Córdoba,CBA,7136,AR
1081,2077,Mar del Plata,Buenos Aires,BA,4469,AR
1082,2078,CABA,Buenos Aires,BA,5360,AR
1083,2079,Río Cuarto,Córdoba,CBA,8422,AR
1084,2080,Rafaela,Santa Fe,SF,8357,AR
1085,2081,La Plata,Buenos Aires,BA,1328,AR
1086,2082,La Plata,Buenos Aires,BA,3077,AR
1087,2083,Mar del Plata,Buenos Aires,BA,7465,AR
1088,2084,CABA,Buenos Aires,BA,1831,AR
1089,2085,Rafaela,Santa Fe,SF,6556,AR
1090,2086,La Plata,Buenos Aires,BA,3921,AR
1091,2087,CABA,Buenos Aires,BA,9486,AR
1092,2088,Córdoba,Córdoba,CBA,6273,AR
1093,2089,La Plata,Buenos Aires,BA,1447,AR
1094,2090,Rafaela,Santa Fe,SF,2328,AR
1095,2091,Villa Carlos Paz,Córdoba,CBA,1937,AR
1096,2092,Villa Carlos Paz,Córdoba,CBA,9257,AR
1097,2093,Santa Fe,Santa Fe,SF,9847,AR
1098,2094,Mar del Plata,Buenos Aires,BA,9215,AR
1099,2095,La Plata,Buenos Aires,BA,1430,AR
1100,2096,Córdoba,Córdoba,CBA,6594,AR
1101,2097,Mar del Plata,Buenos Aires,BA,7188,AR
1102,2098,La Plata,Buenos Aires,BA,6269,AR
1103,2099,Villa Carlos Paz,Córdoba,CBA,1686,AR
1104,2100,Río Cuarto,Córdoba,CBA,4938,AR
1105,2101,Río Cuarto,Córdoba,CBA,1278,AR
1106,2102,CABA,Buenos Aires,BA,7417,AR
1107,2103,Rosario,Santa Fe,SF,5286,AR
1108,2104,San Rafael,Mendoza,MZA,5079,AR
1109,2105,Mar del Plata,Buenos Aires,BA,7548,AR
1110,2106,Mar del Plata,Buenos Aires,BA,5835,AR
1111,2107,Mar del Plata,Buenos Aires,BA,1339,AR
1112,2108,Rafaela,Santa Fe,SF,4504,AR
1113,2109,La Plata,Buenos Aires,BA,5777,AR
1114,2110,La Plata,Buenos Aires,BA,4753,AR
1115,2111,Mar del Plata,Buenos Aires,BA,2386,AR
1116,2112,La Plata,Buenos Aires,BA,4700,AR
1117,2113,Mar del Plata,Buenos Aires,BA,6432,AR
1118,2114,Mar del Plata,Buenos Aires,BA,1615,AR
1119,2115,Córdoba,Córdoba,CBA,4423,AR
1120,2116,Mar del Plata,Buenos Aires,BA,7467,AR
1121,2117,Rosario,Santa Fe,SF,9621,AR
1122,2118,Córdoba,Córdoba,CBA,4950,AR
1123,2119,Córdoba,Córdoba,CBA,6292,AR
1124,2120,La Plata,Buenos Aires,BA,9272,AR
1125,2121,Santa Fe,Santa Fe,SF,9592,AR
1126,2122,CABA,Buenos Aires,BA,6481,AR
1127,2123,CABA,Buenos Aires,BA,7181,AR
1128,2124,Mar del Plata,Buenos Aires,BA,2961,AR
1129,2125,San Rafael,Mendoza,MZA,3194,AR
1130,2126,Mar del Plata,Buenos Aires,BA,2783,AR
1131,2127,CABA,Buenos Aires,BA,1432,AR
1132,2128,Santa Fe,Santa Fe,SF,4532,AR
1133,2129,CABA,Buenos Aires,BA,7852,AR
1134,2130,CABA,Buenos Aires,BA,1702,AR
1135,2131,Villa Carlos Paz,Córdoba,CBA,8133,AR
1136,2132,CABA,Buenos Aires,BA,1294,AR
1137,2133,Mendoza,Mendoza,MZA,7518,AR
1138,2134,Rosario,Santa Fe,SF,2190,AR
1139,2135,Mendoza,Mendoza,MZA,6579,AR
1140,2136,La Plata,Buenos Aires,BA,2782,AR
1141,2137,Villa Carlos Paz,Córdoba,CBA,4454,AR
1142,2138,Santa Fe,Santa Fe,SF,1081,AR
1143,2139,Mendoza,Mendoza,MZA,9660,AR
1144,2140,CABA,Buenos Aires,BA,1874,AR
1145,2141,Villa Carlos Paz,Córdoba,CBA,2062,AR
1146,2142,CABA,Buenos Aires,BA,3713,AR
1147,2143,Rafaela,Santa Fe,SF,7158,AR
1148,2144,Rafaela,Santa Fe,SF,2468,AR
1149,2145,Mar del Plata,Buenos Aires,BA,3407,AR
1150,2146,Villa Carlos Paz,Córdoba,CBA,3869,AR
1151,2147,CABA,Buenos Aires,BA,1897,AR
1152,2148,Córdoba,Córdoba,CBA,2928,AR
1153,2149,Rosario,Santa Fe,SF,6070,AR
1154,2150,San Rafael,Mendoza,MZA,6337,AR
1155,2151,Río Cuarto,Córdoba,CBA,5664,AR
1156,2152,Santa Fe,Santa Fe,SF,6592,AR
1157,2153,CABA,Buenos Aires,BA,8113,AR
1158,2154,Mar del Plata,Buenos Aires,BA,7667,AR
1159,2155,Mendoza,Mendoza,MZA,2609,AR
1160,2156,Rafaela,Santa Fe,SF,5127,AR
1161,2157,Santa Fe,Santa Fe,SF,9339,AR
1162,2158,Córdoba,Córdoba,CBA,1016,AR
1163,2159,Río Cuarto,Córdoba,CBA,2025,AR
1164,2160,La Plata,Buenos Aires,BA,4167,AR
1165,2161,Rosario,Santa Fe,SF,5575,AR
1166,2162,Mar del Plata,Buenos Aires,BA,8424,AR
1167,2163,Rafaela,Santa Fe,SF,7736,AR
1168,2164,La Plata,Buenos Aires,BA,1275,AR
1169,2165,Mar del Plata,Buenos Aires,BA,8356,AR
1170,2166,Villa Carlos Paz,Córdoba,CBA,1318,AR
1171,2167,Rafaela,Santa Fe,SF,7299,AR
1172,2168,San Rafael,Mendoza,MZA,7509,AR
1173,2169,Villa Carlos Paz,Córdoba,CBA,8436,AR
1174,2170,CABA,Buenos Aires,BA,4319,AR
1175,2171,Godoy Cruz,Mendoza,MZA,8606,AR
1176,2172,CABA,Buenos Aires,BA,1007,AR
1177,2173,La Plata,Buenos Aires,BA,3168,AR
1178,2174,Mar del Plata,Buenos Aires,BA,4575,AR
1179,2175,Mar del Plata,Buenos Aires,BA,1805,AR
1180,2176,Santa Fe,Santa Fe,SF,9360,AR
1181,2177,Mendoza,Mendoza,MZA,4874,AR
1182,2178,La Plata,Buenos Aires,BA,3322,AR
1183,2179,Villa Carlos Paz,Córdoba,CBA,1229,AR
1184,2180,Villa Carlos Paz,Córdoba,CBA,4168,AR
1185,2181,La Plata,Buenos Aires,BA,9049,AR
1186,2182,La Plata,Buenos Aires,BA,9442,AR
1187,2183,La Plata,Buenos Aires,BA,8366,AR
1188,2184,Mar del Plata,Buenos Aires,BA,7599,AR
1189,2185,Mar del Plata,Buenos Aires,BA,7636,AR
1190,2186,Rosario,Santa Fe,SF,9857,AR
1191,2187,CABA,Buenos Aires,BA,6372,AR
1192,2188,La Plata,Buenos Aires,BA,2718,AR
1193,2189,CABA,Buenos Aires,BA,2191,AR
1194,2190,La Plata,Buenos Aires,BA,4853,AR
1195,2191,Río Cuarto,Córdoba,CBA,3078,AR
1196,2192,Rosario,Santa Fe,SF,9884,AR
1197,2193,San Rafael,Mendoza,MZA,5884,AR
1198,2194,Rafaela,Santa Fe,SF,2376,AR
1199,2195,Mar del Plata,Buenos Aires,BA,8231,AR
1200,2196,CABA,Buenos Aires,BA,7397,AR
1201,2197,Mar del Plata,Buenos Aires,BA,5503,AR
1202,2198,Rafaela,Santa Fe,SF,9108,AR
1203,2199,Mar del Plata,Buenos Aires,BA,9287,AR
1204,2200,Córdoba,Córdoba,CBA,9092,AR
1205,2201,Rafaela,Santa Fe,SF,7530,AR
1206,2202,Córdoba,Córdoba,CBA,1489,AR
1207,2203,Santa Fe,Santa Fe,SF,8481,AR
1208,2204,CABA,Buenos Aires,BA,6613,AR
1209,2205,CABA,Buenos Aires,BA,4213,AR
1210,2206,Mar del Plata,Buenos Aires,BA,3180,AR
1211,2207,Villa Carlos Paz,Córdoba,CBA,6573,AR
1212,2208,CABA,Buenos Aires,BA,8918,AR
1213,2209,Godoy Cruz,Mendoza,MZA,7613,AR
1214,2210,Rosario,Santa Fe,SF,2674,AR
1215,2211,Rafaela,Santa Fe,SF,7049,AR
1216,2212,Mar del Plata,Buenos Aires,BA,6314,AR
1217,2213,Villa Carlos Paz,Córdoba,CBA,4181,AR
1218,2214,Córdoba,Córdoba,CBA,8884,AR
1219,2215,CABA,Buenos Aires,BA,5409,AR
1220,2216,La Plata,Buenos Aires,BA,6328,AR
1221,2217,La Plata,Buenos Aires,BA,3842,AR
1222,2218,Córdoba,Córdoba,CBA,4901,AR
1223,2219,La Plata,Buenos Aires,BA,3452,AR
1224,2220,CABA,Buenos Aires,BA,7273,AR
1225,2221,Mendoza,Mendoza,MZA,3156,AR
1226,2222,La Plata,Buenos Aires,BA,7589,AR
1227,2223,Santa Fe,Santa Fe,SF,6315,AR
1228,2224,La Plata,Buenos Aires,BA,3745,AR
1229,2225,La Plata,Buenos Aires,BA,9869,AR
1230,2226,Villa Carlos Paz,Córdoba,CBA,3912,AR
1231,2227,Mar del Plata,Buenos Aires,BA,6444,AR
1232,2228,CABA,Buenos Aires,BA,7103,AR
1233,2229,Córdoba,Córdoba,CBA,6340,AR
1234,2230,CABA,Buenos Aires,BA,9548,AR
1235,2231,Villa Carlos Paz,Córdoba,CBA,5651,AR
1236,2232,Mar del Plata,Buenos Aires,BA,9038,AR
1237,2233,Mar del Plata,Buenos Aires,BA,5795,AR
1238,2234,CABA,Buenos Aires,BA,7042,AR
1239,2235,CABA,Buenos Aires,BA,3190,AR
1240,2236,Rosario,Santa Fe,SF,5994,AR
1241,2237,Mar del Plata,Buenos Aires,BA,7805,AR
1242,2238,CABA,Buenos Aires,BA,9724,AR
1243,2239,Santa Fe,Santa Fe,SF,3899,AR
1244,2240,Santa Fe,Santa Fe,SF,5352,AR
1245,2241,CABA,Buenos Aires,BA,2478,AR
1246,2242,Rafaela,Santa Fe,SF,2675,AR
1247,2243,CABA,Buenos Aires,BA,3876,AR
1248,2244,CABA,Buenos Aires,BA,4049,AR
1249,2245,CABA,Buenos Aires,BA,7749,AR
1250,2246,San Rafael,Mendoza,MZA,5967,AR
1251,2247,Córdoba,Córdoba,CBA,5006,AR
1252,2248,Mar del Plata,Buenos Aires,BA,9013,AR
1253,2249,Villa Carlos Paz,Córdoba,CBA,5049,AR
1254,2250,Villa Carlos Paz,Córdoba,CBA,3956,AR
1255,2251,Río Cuarto,Córdoba,CBA,8211,AR
1256,2252,La Plata,Buenos Aires,BA,9634,AR
1257,2253,Córdoba,Córdoba,CBA,9502,AR
1258,2254,CABA,Buenos Aires,BA,1889,AR
1259,2255,CABA,Buenos Aires,BA,8628,AR
1260,2256,Mar del Plata,Buenos Aires,BA,7098,AR
1261,2257,CABA,Buenos Aires,BA,4309,AR
1262,2258,La Plata,Buenos Aires,BA,6254,AR
1263,2259,La Plata,Buenos Aires,BA,1374,AR
1264,2260,Córdoba,Córdoba,CBA,2515,AR
1265,2261,La Plata,Buenos Aires,BA,1080,AR
1266,2262,Mendoza,Mendoza,MZA,2522,AR
1267,2263,CABA,Buenos Aires,BA,4395,AR
1268,2264,Mar del Plata,Buenos Aires,BA,1876,AR
1269,2265,Río Cuarto,Córdoba,CBA,7597,AR
1270,2266,CABA,Buenos Aires,BA,8315,AR
1271,2267,Río Cuarto,Córdoba,CBA,4507,AR
1272,2268,CABA,Buenos Aires,BA,9784,AR
1273,2269,Villa Carlos Paz,Córdoba,CBA,5621,AR
1274,2270,La Plata,Buenos Aires,BA,9598,AR
1275,2271,Mendoza,Mendoza,MZA,3459,AR
1276,2272,CABA,Buenos Aires,BA,6733,AR
1277,2273,Rosario,Santa Fe,SF,3100,AR
1278,2274,Rosario,Santa Fe,SF,5513,AR
1279,2275,La Plata,Buenos Aires,BA,7346,AR
1280,2276,Rosario,Santa Fe,SF,3558,AR
1281,2277,La Plata,Buenos Aires,BA,3653,AR
1282,2278,La Plata,Buenos Aires,BA,8259,AR
1283,2279,Mar del Plata,Buenos Aires,BA,3072,AR
1284,2280,CABA,Buenos Aires,BA,1124,AR
1285,2281,Villa Carlos Paz,Córdoba,CBA,1276,AR
1286,2282,Godoy Cruz,Mendoza,MZA,7038,AR
1287,2283,Santa Fe,Santa Fe,SF,7094,AR
1288,2284,CABA,Buenos Aires,BA,3242,AR
1289,2285,CABA,Buenos Aires,BA,2941,AR
1290,2286,CABA,Buenos Aires,BA,2644,AR
1291,2287,CABA,Buenos Aires,BA,9919,AR
1292,2288,Mar del Plata,Buenos Aires,BA,1499,AR
1293,2289,San Rafael,Mendoza,MZA,9329,AR
1294,2290,CABA,Buenos Aires,BA,6441,AR
1295,2291,Godoy Cruz,Mendoza,MZA,5919,AR
1296,2292,Rosario,Santa Fe,SF,1285,AR
1297,2293,La Plata,Buenos Aires,BA,8320,AR
1298,2294,Río Cuarto,Córdoba,CBA,2974,AR
1299,2295,CABA,Buenos Aires,BA,8200,AR
1300,2296,Santa Fe,Santa Fe,SF,2049,AR
1301,2297,CABA,Buenos Aires,BA,5358,AR
1302,2298,CABA,Buenos Aires,BA,2111,AR
1303,2299,Mar del Plata,Buenos Aires,BA,5133,AR
1304,2300,Mar del Plata,Buenos Aires,BA,5416,AR
1305,2301,Mar del Plata,Buenos Aires,BA,5186,AR
1306,2302,Mar del Plata,Buenos Aires,BA,7471,AR
1307,2303,San Rafael,Mendoza,MZA,8589,AR
1308,2304,Villa Carlos Paz,Córdoba,CBA,2672,AR
1309,2305,Mendoza,Mendoza,MZA,1804,AR
1310,2306,La Plata,Buenos Aires,BA,8158,AR
1311,2307,Mar del Plata,Buenos Aires,BA,2866,AR
1312,2308,Rosario,Santa Fe,SF,1431,AR
1313,2309,Mar del Plata,Buenos Aires,BA,2458,AR
1314,2310,CABA,Buenos Aires,BA,2557,AR
1315,2311,Mendoza,Mendoza,MZA,3401,AR
1316,2312,La Plata,Buenos Aires,BA,9326,AR
1317,2313,Rosario,Santa Fe,SF,9767,AR
1318,2314,CABA,Buenos Aires,BA,8214,AR
1319,2315,CABA,Buenos Aires,BA,5251,AR
1320,2316,La Plata,Buenos Aires,BA,3946,AR
1321,2317,CABA,Buenos Aires,BA,2376,AR
1322,2318,La Plata,Buenos Aires,BA,9268,AR
1323,2319,La Plata,Buenos Aires,BA,5376,AR
1324,2320,Córdoba,Córdoba,CBA,2843,AR
1325,2321,La Plata,Buenos Aires,BA,8987,AR
1326,2322,Río Cuarto,Córdoba,CBA,7183,AR
1327,2323,La Plata,Buenos Aires,BA,3977,AR
1328,2324,Río Cuarto,Córdoba,CBA,7165,AR
1329,2325,Mar del Plata,Buenos Aires,BA,5352,AR
1330,2326,CABA,Buenos Aires,BA,6538,AR
1331,2327,CABA,Buenos Aires,BA,5509,AR
1332,2328,CABA,Buenos Aires,BA,9759,AR
1333,2329,Mar del Plata,Buenos Aires,BA,3252,AR
1334,2330,CABA,Buenos Aires,BA,7961,AR
1335,2331,Córdoba,Córdoba,CBA,2850,AR
1336,2332,Mar del Plata,Buenos Aires,BA,2768,AR
1337,2333,Mar del Plata,Buenos Aires,BA,5073,AR
1338,2334,Godoy Cruz,Mendoza,MZA,6446,AR
1339,2335,Godoy Cruz,Mendoza,MZA,5295,AR
1340,2336,Villa Carlos Paz,Córdoba,CBA,5737,AR
1341,2337,Mar del Plata,Buenos Aires,BA,8933,AR
1342,2338,Rosario,Santa Fe,SF,9957,AR
1343,2339,San Rafael,Mendoza,MZA,2587,AR
1344,2340,La Plata,Buenos Aires,BA,6348,AR
1345,2341,San Rafael,Mendoza,MZA,9821,AR
1346,2342,Río Cuarto,Córdoba,CBA,6105,AR
1347,2343,La Plata,Buenos Aires,BA,6137,AR
1348,2344,Mar del Plata,Buenos Aires,BA,1959,AR
1349,2345,Mendoza,Mendoza,MZA,2857,AR
1350,2346,La Plata,Buenos Aires,BA,4393,AR
1351,2347,La Plata,Buenos Aires,BA,6368,AR
1352,2348,Villa Carlos Paz,Córdoba,CBA,5933,AR
1353,2349,Mar del Plata,Buenos Aires,BA,7165,AR
1354,2350,Villa Carlos Paz,Córdoba,CBA,9151,AR
1355,2351,La Plata,Buenos Aires,BA,6156,AR
1356,2352,Santa Fe,Santa Fe,SF,8382,AR
1357,2353,Rosario,Santa Fe,SF,7965,AR
1358,2354,La Plata,Buenos Aires,BA,4019,AR
1359,2355,La Plata,Buenos Aires,BA,6685,AR
1360,2356,Mendoza,Mendoza,MZA,3865,AR
1361,2357,La Plata,Buenos Aires,BA,6089,AR
1362,2358,La Plata,Buenos Aires,BA,2295,AR
1363,2359,CABA,Buenos Aires,BA,9739,AR
1364,2360,Córdoba,Córdoba,CBA,8775,AR
1365,2361,Godoy Cruz,Mendoza,MZA,2296,AR
1366,2362,Villa Carlos Paz,Córdoba,CBA,3210,AR
1367,2363,Rosario,Santa Fe,SF,3697,AR
1368,2364,La Plata,Buenos Aires,BA,4735,AR
1369,2365,Mar del Plata,Buenos Aires,BA,6740,AR
1370,2366,La Plata,Buenos Aires,BA,3021,AR
1371,2367,Córdoba,Córdoba,CBA,5396,AR
1372,2368,La Plata,Buenos Aires,BA,5672,AR
1373,2369,CABA,Buenos Aires,BA,4171,AR
1374,2370,Godoy Cruz,Mendoza,MZA,2390,AR
1375,2371,La Plata,Buenos Aires,BA,3725,AR
1376,2372,CABA,Buenos Aires,BA,2192,AR
1377,2373,CABA,Buenos Aires,BA,5045,AR
1378,2374,Mar del Plata,Buenos Aires,BA,6324,AR
1379,2375,CABA,Buenos Aires,BA,4760,AR
1380,2376,Mar del Plata,Buenos Aires,BA,8217,AR
1381,2377,Mar del Plata,Buenos Aires,BA,5568,AR
1382,2378,Mar del Plata,Buenos Aires,BA,1876,AR
1383,2379,Mar del Plata,Buenos Aires,BA,4562,AR
1384,2380,Río Cuarto,Córdoba,CBA,4947,AR
1385,2381,La Plata,Buenos Aires,BA,9828,AR
1386,2382,Rafaela,Santa Fe,SF,1998,AR
1387,2383,Godoy Cruz,Mendoza,MZA,8853,AR
1388,2384,La Plata,Buenos Aires,BA,1596,AR
1389,2385,Rafaela,Santa Fe,SF,3867,AR
1390,2386,CABA,Buenos Aires,BA,3666,AR
1391,2387,Mar del Plata,Buenos Aires,BA,1492,AR
1392,2388,Mendoza,Mendoza,MZA,4474,AR
1393,2389,CABA,Buenos Aires,BA,3879,AR
1394,2390,Mar del Plata,Buenos Aires,BA,7216,AR
1395,2391,CABA,Buenos Aires,BA,7328,AR
1396,2392,CABA,Buenos Aires,BA,2522,AR
1397,2393,Mar del Plata,Buenos Aires,BA,4997,AR
1398,2394,Córdoba,Córdoba,CBA,4194,AR
1399,2395,Mar del Plata,Buenos Aires,BA,1059,AR
1400,2396,Córdoba,Córdoba,CBA,7063,AR
1401,2397,San Rafael,Mendoza,MZA,6429,AR
1402,2398,Mendoza,Mendoza,MZA,7915,AR
1403,2399,CABA,Buenos Aires,BA,2479,AR
1404,2400,Mendoza,Mendoza,MZA,7534,AR
1405,2401,Santa Fe,Santa Fe,SF,7017,AR
1406,2402,Santa Fe,Santa Fe,SF,3307,AR
1407,2403,Mar del Plata,Buenos Aires,BA,7363,AR
1408,2404,Rafaela,Santa Fe,SF,8741,AR
1409,2405,San Rafael,Mendoza,MZA,1501,AR
1410,2406,Santa Fe,Santa Fe,SF,8446,AR
1411,2407,Mar del Plata,Buenos Aires,BA,3174,AR
1412,2408,Santa Fe,Santa Fe,SF,7228,AR
1413,2409,CABA,Buenos Aires,BA,3280,AR
1414,2410,Santa Fe,Santa Fe,SF,8545,AR
1415,2411,Mar del Plata,Buenos Aires,BA,8999,AR
1416,2412,CABA,Buenos Aires,BA,5592,AR
1417,2413,Río Cuarto,Córdoba,CBA,3900,AR
1418,2414,La Plata,Buenos Aires,BA,8360,AR
1419,2415,Santa Fe,Santa Fe,SF,6678,AR
1420,2416,CABA,Buenos Aires,BA,1047,AR
1421,2417,La Plata,Buenos Aires,BA,1815,AR
1422,2418,Córdoba,Córdoba,CBA,8526,AR
1423,2419,CABA,Buenos Aires,BA,6375,AR
1424,2420,CABA,Buenos Aires,BA,3636,AR
1425,2421,Córdoba,Córdoba,CBA,7381,AR
1426,2422,Godoy Cruz,Mendoza,MZA,6757,AR
1427,2423,Córdoba,Córdoba,CBA,1016,AR
1428,2424,Rosario,Santa Fe,SF,2324,AR
1429,2425,Córdoba,Córdoba,CBA,4270,AR
1430,2426,CABA,Buenos Aires,BA,1075,AR
1431,2427,Mar del Plata,Buenos Aires,BA,6361,AR
1432,2428,Mar del Plata,Buenos Aires,BA,7769,AR
1433,2429,Villa Carlos Paz,Córdoba,CBA,5571,AR
1434,2430,Santa Fe,Santa Fe,SF,8768,AR
1435,2431,Rafaela,Santa Fe,SF,1581,AR
1436,2432,CABA,Buenos Aires,BA,4633,AR
1437,2433,La Plata,Buenos Aires,BA,5194,AR
1438,2434,Rosario,Santa Fe,SF,7645,AR
1439,2435,Godoy Cruz,Mendoza,MZA,4174,AR
1440,2436,Mar del Plata,Buenos Aires,BA,9964,AR
1441,2437,Godoy Cruz,Mendoza,MZA,7650,AR
1442,2438,La Plata,Buenos Aires,BA,5533,AR
1443,2439,La Plata,Buenos Aires,BA,7505,AR
1444,2440,CABA,Buenos Aires,BA,6317,AR
1445,2441,Mar del Plata,Buenos Aires,BA,4826,AR
1446,2442,Mendoza,Mendoza,MZA,1312,AR
1447,2443,La Plata,Buenos Aires,BA,3902,AR
1448,2444,Villa Carlos Paz,Córdoba,CBA,2362,AR
1449,2445,Mendoza,Mendoza,MZA,6854,AR
1450,2446,La Plata,Buenos Aires,BA,6525,AR
1451,2447,Rosario,Santa Fe,SF,8211,AR
1452,2448,La Plata,Buenos Aires,BA,4133,AR
1453,2449,Mar del Plata,Buenos Aires,BA,1459,AR
1454,2450,Córdoba,Córdoba,CBA,4542,AR
1455,2451,Rosario,Santa Fe,SF,1049,AR
1456,2452,CABA,Buenos Aires,BA,2055,AR
1457,2453,Mar del Plata,Buenos Aires,BA,3855,AR
1458,2454,CABA,Buenos Aires,BA,3400,AR
1459,2455,CABA,Buenos Aires,BA,1213,AR
1460,2456,La Plata,Buenos Aires,BA,8196,AR
1461,2457,Mar del Plata,Buenos Aires,BA,3053,AR
1462,2458,Río Cuarto,Córdoba,CBA,4686,AR
1463,2459,La Plata,Buenos Aires,BA,6375,AR
1464,2460,Mar del Plata,Buenos Aires,BA,4481,AR
1465,2461,CABA,Buenos Aires,BA,8526,AR
1466,2462,Mar del Plata,Buenos Aires,BA,4585,AR
1467,2463,CABA,Buenos Aires,BA,1652,AR
1468,2464,Rosario,Santa Fe,SF,9362,AR
1469,2465,CABA,Buenos Aires,BA,8275,AR
1470,2466,Rafaela,Santa Fe,SF,8479,AR
1471,2467,Rafaela,Santa Fe,SF,4048,AR
1472,2468,Mar del Plata,Buenos Aires,BA,7475,AR
1473,2469,CABA,Buenos Aires,BA,3317,AR
1474,2470,Mar del Plata,Buenos Aires,BA,8591,AR
1475,2471,Córdoba,Córdoba,CBA,6640,AR
1476,2472,Mar del Plata,Buenos Aires,BA,3756,AR
1477,2473,Río Cuarto,Córdoba,CBA,9556,AR
1478,2474,Río Cuarto,Córdoba,CBA,2743,AR
1479,2475,CABA,Buenos Aires,BA,6127,AR
1480,2476,Villa Carlos Paz,Córdoba,CBA,7254,AR
1481,2477,Mar del Plata,Buenos Aires,BA,9765,AR
