order_bk,paid_date_sk,status,payment_method,amount,transaction_ref
1000004980,45.0,PAID,,37500.0,TX-4MZ02T11R52Q
1000004981,449.0,PAID,,48571.5,TX-95MQI9NW0ZY0
1000004982,48.0,PAID,,118555.8,TX-QGAXFPPWE2YB
1000004983,,PENDING,,19057.5,
1000004984,338.0,PAID,,26136.0,TX-HZMPZLTQH06R
1000004985,148.0,PAID,,111043.8,TX-K8P4E5KFAOJD
1000004986,199.0,PAID,,96485.4,TX-7PGS7N7K33FY
1000004987,47.0,PAID,,32916.6,TX-TV5LL2N1RJ7Y
1000004988,313.0,PAID,,46609.2,TX-7QFHTEEG6MPH
1000004989,,FAILED,,98002.5,
1000004990,475.0,PAID,,13068.0,TX-95FUSYY84ZW5
1000004991,156.0,PAID,,25613.28,TX-MJZICL5GQRDG
1000004992,,PENDING,,39204.0,
1000004993,115.0,PAID,,17242.5,TX-KBJEVVD8ZT2G
1000004994,504.0,PAID,,59568.3,TX-JMCXAGN75ZOS
1000004995,292.0,PAID,,14268.0,TX-1GK8ZPGCA47H
1000004996,553.0,PAID,,41382.0,TX-54F55QEJCAC3
1000004997,528.0,PAID,,30240.0,TX-R6JB2OOQ3E5D
1000004998,132.0,PAID,,35574.0,TX-35JYW3CICIHQ
1000004999,298.0,PAID,,54087.0,TX-25GDX6N1WHL6
1000005000,210.0,PAID,,55350.0,TX-5EJW0HSYTROI
1000005001,564.0,PAID,,51720.0,TX-BMM5ZAKMYYWD
1000005002,,PENDING,,78872.4,
1000005003,404.0,PAID,,14306.64,TX-AD50TJE50LKE
1000005004,570.0,PAID,,112050.6,TX-C836XU4P7OHJ
1000005005,12.0,PAID,,18987.0,TX-NXZG8ZB6QMHB
1000005006,75.0,PAID,,29814.0,TX-I3J0UBZ90XUM
1000005007,383.0,PAID,,93654.0,TX-TJQV698SMAO3
1000005008,206.0,PAID,,39319.92,TX-NAEU0QYUAJLE
1000005009,406.0,PAID,,54261.0,TX-8FO7RHT97008
1000005010,365.0,PAID,,19650.0,TX-LDWG7T62ME4O
1000005011,127.0,PAID,,32670.0,TX-C33MAAG1WKAD
1000005012,269.0,PAID,,44760.0,TX-RKVBDXN6JFB6
1000005013,263.0,PAID,,36300.0,TX-ZAB155VJYIRP
1000005014,409.0,REFUNDED,,42979.2,TX-OGBYY8ZD8G8H
1000005015,357.0,PAID,,42282.0,TX-WG5ZG4HAFZ95
1000005016,408.0,PAID,,29940.0,TX-XE4PM03XQDBE
1000005017,403.0,PAID,,14229.6,TX-ZC7NSLIU05PJ
1000005018,270.0,PAID,,23522.4,TX-6IRZK0S3JWJP
1000005019,,FAILED,,91369.2,
1000005020,359.0,PAID,,39523.2,TX-218G086FVRY0
1000005021,360.0,PAID,,83709.9,TX-EWIGC8GO440G
1000005022,464.0,REFUNDED,,19287.0,TX-FJHAVVTIL7D1
1000005023,34.0,PAID,,35249.4,TX-WF8MBE8L3UQF
1000005024,,FAILED,,16146.0,
1000005025,294.0,PAID,,29040.0,TX-A7JOX8I7L0OZ
1000005026,166.0,REFUNDED,,45520.2,TX-JIY6DUMPZBFK
1000005027,619.0,REFUNDED,,19876.35,TX-HGK3QHTMKDV9
1000005028,440.0,PAID,,15729.6,TX-PZK41P468JY5
1000005029,209.0,PAID,,12414.6,TX-1ZP2GRNKNSZO
1000005030,,FAILED,,124509.0,
1000005031,175.0,PAID,,29214.0,TX-XOCKLA9DBYUF
1000005032,610.0,PAID,,46638.0,TX-6T6FVYG65VCX
1000005033,227.0,PAID,,39133.5,TX-Q5ORSYCJ0C4R
1000005034,531.0,PAID,,14268.0,TX-AXXASOLANP48
1000005035,330.0,PAID,,26136.0,TX-8FTRWJL0EBAN
1000005036,390.0,PAID,,27636.0,TX-2JB06J2H45BE
1000005037,12.0,PAID,,14229.6,TX-VEJQXGMXHJH7
1000005038,293.0,PAID,,38419.92,TX-2AHIFWLWAKL1
1000005039,472.0,PAID,,55196.25,TX-41G2G9UN3OCY
1000005040,234.0,PAID,,39204.0,TX-XDOMJ1A4OSHV
1000005041,586.0,PAID,,85758.75,TX-6BCEJ3PKO16L
1000005042,114.0,PAID,,19050.0,TX-B501KMD2MMCJ
1000005043,67.0,PAID,,54722.25,TX-9DEG9A48FURD
1000005044,250.0,PAID,,14229.6,TX-39V0CW8UO2KE
1000005045,165.0,PAID,,75615.0,TX-KYBZPGAA50H3
1000005046,199.0,PAID,,18150.0,TX-23VT662DOAQV
1000005047,358.0,PAID,,53361.0,TX-SPG5Q14YS5RZ
1000005048,,FAILED,,62944.2,
1000005049,182.0,PAID,,28788.0,TX-5OB4RUGNRM2B
1000005050,347.0,REFUNDED,,107085.0,TX-S9NPQBRLCK79
1000005051,631.0,PAID,,32670.0,TX-UI898JBYLSTU
1000005052,534.0,PAID,,62292.9,TX-IDO75GPBK2U4
1000005053,267.0,PAID,,29359.2,TX-2REDQ4H75896
1000005054,392.0,PAID,,43008.0,TX-1LCF92LU7IDD
1000005055,470.0,REFUNDED,,55513.88,TX-Z1JT57Y86GF9
1000005056,65.0,PAID,,82875.0,TX-J9N479JF28W6
1000005057,285.0,PAID,,13068.0,TX-WQV8G14DPEU5
1000005058,119.0,PAID,,39204.0,TX-K84EUETJ8QOX
1000005059,581.0,PAID,,15901.5,TX-Q4UR7BOVZ0PL
1000005060,,FAILED,,57891.24,
1000005061,50.0,PAID,,14229.6,TX-UU4RTJKTODDR
1000005062,467.0,PAID,,37352.7,TX-DRCJQ5K9NZ0I
1000005063,168.0,PAID,,53361.0,TX-I3JRWSA4WAJI
1000005064,489.0,PAID,,16373.4,TX-RQFM01F1WFU1
1000005065,430.0,REFUNDED,,41164.2,TX-1C7Y25DJ2RNS
1000005066,553.0,PAID,,15173.4,TX-D5WVREPQ3U8L
1000005067,,FAILED,,75504.0,
1000005068,435.0,PAID,,37500.0,TX-H8WK9CL01MP4
1000005069,524.0,PAID,,42282.0,TX-TOVNOZ0SFN3K
1000005070,,FAILED,,54450.0,
1000005071,497.0,PAID,,103810.5,TX-FUZTXKID0MGX
1000005072,596.0,PAID,,16852.56,TX-CH1P4ZTS1JJL
1000005073,164.0,PAID,,33262.5,TX-6L7YI7Y935OK
1000005074,,FAILED,,70596.0,
1000005075,606.0,PAID,,15729.6,TX-IKTXOUQIRGM3
1000005076,331.0,PAID,,14229.6,TX-AOOHHEND6AUT
1000005077,79.0,PAID,,49043.4,TX-OHSNDEJQK097
1000005078,170.0,PAID,,42834.0,TX-5RW0TAZ51VIU
1000005079,477.0,PAID,,31246.8,TX-O3ZMY39FSR04
1000005080,,FAILED,,53361.0,
1000005081,205.0,PAID,,60003.66,TX-PCKXOBOZ46FQ
1000005082,242.0,PAID,,49905.0,TX-WT37YYXXJ6UV
1000005083,150.0,PAID,,33196.35,TX-N1J3OBFIV88F
1000005084,506.0,PAID,,27336.0,TX-2BWLTBS03JBL
1000005085,40.0,PAID,,28459.2,TX-U6L7IP31OOSP
1000005086,136.0,PAID,,53361.0,TX-N84MJ4YO98FT
1000005087,27.0,PAID,,94670.4,TX-K3YTZOP3I9A7
1000005088,45.0,PAID,,37800.0,TX-QSLZYQIJ7V2W
1000005089,415.0,PAID,,41382.0,TX-K57MH1JH03G9
1000005090,52.0,PAID,,34485.0,TX-PADPZ328UEEX
1000005091,418.0,PAID,,39930.0,TX-GZKNJYDYQPFR
1000005092,403.0,PAID,,27588.0,TX-HJUTED221C2V
1000005093,632.0,PAID,,43588.8,TX-TEV4XCO7YS14
1000005094,595.0,REFUNDED,,12806.64,TX-XZLBSL47BS9K
1000005095,547.0,PAID,,32916.6,TX-JO5OFW27CHGV
1000005096,334.0,PAID,,13794.0,TX-ZN3X3OE2DULU
1000005097,41.0,PAID,,14520.0,TX-UNMROVKZUK2Y
1000005098,560.0,PAID,,15729.6,TX-6HKBXBV2CFLT
1000005099,388.0,PAID,,39619.92,TX-DFFN1POGE2TQ
1000005100,314.0,PAID,,93065.7,TX-KTJRN35HMEDH
1000005101,501.0,REFUNDED,,53825.4,TX-6O13K3XF1SXA
1000005102,122.0,PAID,,18150.0,TX-3JUUL7WJ3A6I
1000005103,379.0,PAID,,13068.0,TX-Q6983X45GJBF
1000005104,605.0,PAID,,29040.0,TX-2NB868GGTFIK
1000005105,274.0,PAID,,103455.0,TX-QVZLT2ZCSC4U
1000005106,554.0,PAID,,26136.0,TX-75K656HUKODC
1000005107,9.0,PAID,,39204.0,TX-2P7VVQRM1D0I
1000005108,476.0,PAID,,28459.2,TX-7P4O3CSE0HF1
1000005109,290.0,PAID,,40104.0,TX-9GLG6ASA0AQN
1000005110,313.0,PAID,,94590.3,TX-VVLDX9DJ27HG
1000005111,111.0,PAID,,16373.4,TX-K2VZMZI92WUA
1000005112,416.0,PAID,,75605.4,TX-85LT9BV5S7VB
1000005113,251.0,PAID,,50205.0,TX-7IKAXP8Z70R9
1000005114,278.0,PAID,,42688.8,TX-QYHY1530FMC4
1000005115,109.0,REFUNDED,,32670.0,TX-O74FWVJBU2UI
1000005116,437.0,REFUNDED,,44351.1,TX-XI0T4DHFCF0A
1000005117,354.0,PAID,,49005.0,TX-CFCR2DIGDZ9Z
1000005118,374.0,PAID,,47124.66,TX-IAPS9N4IK7ST
1000005119,3.0,PAID,,70959.0,TX-3N5EUO4N4SPF
1000005120,6.0,PAID,,40331.4,TX-S8ZXMIPT1AMI
1000005121,,FAILED,,17835.0,
1000005122,402.0,PAID,,45102.75,TX-DARRBYZ328PP
1000005123,541.0,PAID,,41382.0,TX-BZCOF8YUFUPR
1000005124,500.0,PAID,,31936.5,TX-STXR0BOITO8A
1000005125,586.0,PAID,,27636.0,TX-UO2TFJRRQKT1
1000005126,410.0,PAID,,86142.0,TX-OQZLA9ICOZKZ
1000005127,82.0,PAID,,53361.0,TX-3OD9C4O0FSML
1000005128,286.0,PAID,,17242.5,TX-VCJXBMTNR08D
1000005129,341.0,PAID,,84462.6,TX-Q3L0SMWG8VAG
1000005130,207.0,REFUNDED,,43560.0,TX-I21LNGZBFF6Z
1000005131,42.0,PAID,,35503.5,TX-Z3UMEG5PCPO8
1000005132,300.0,PAID,,28459.2,TX-VIID2539Z5BH
1000005133,410.0,PAID,,48924.9,TX-5QSJC7GT1EBA
1000005134,61.0,PAID,,19350.0,TX-78CXBS7F2CP8
1000005135,534.0,PAID,,52927.5,TX-ZSV6N8VDB2S2
1000005136,228.0,PAID,,13068.0,TX-6W8GRL0CBJI9
1000005137,319.0,PAID,,43888.8,TX-HCBHOQ7Q5BP8
1000005138,,FAILED,,35985.0,
1000005139,453.0,PAID,,41382.0,TX-HYSD2QF2BFLN
1000005140,328.0,REFUNDED,,51455.25,TX-ZW3TAZU0ZXV9
1000005141,368.0,PAID,,54450.0,TX-GTUTCLSB2HH3
1000005142,12.0,PAID,,44460.0,TX-KGRPKH8581QJ
1000005143,395.0,PAID,,85733.1,TX-9YYQ1SMPYOZF
1000005144,284.0,PAID,,45992.1,TX-RBLQ6QDQC64F
1000005145,240.0,REFUNDED,,17787.0,TX-62HZ4W0QQJWQ
1000005146,427.0,PAID,,15246.0,TX-X2FC78XARZV3
1000005147,,FAILED,,85305.0,
1000005148,517.0,PAID,,29403.0,TX-5FDC19281SHO
1000005149,105.0,PAID,,26513.28,TX-L036RUVQ2O61
1000005150,527.0,PAID,,54139.92,TX-E5QDMZUU52UM
1000005151,41.0,PAID,,30346.8,TX-I161PCS937SN
1000005152,77.0,PAID,,16335.0,TX-YCKLFZ2CV724
1000005153,83.0,REFUNDED,,37200.0,TX-KXMNDXCTTBYM
1000005154,81.0,PAID,,50205.0,TX-8TR83V3ATX0B
1000005155,89.0,PAID,,27588.0,TX-2EMCOZW7MO1E
1000005156,437.0,PAID,,13968.0,TX-N997GJN1C73K
1000005157,483.0,PAID,,66015.18,TX-O9OSRRHNDZ1P
1000005158,337.0,PAID,,13794.0,TX-71I9AMKKH3JM
1000005159,579.0,PAID,,47454.75,TX-S54V8YVGQNXK
1000005160,211.0,PAID,,59933.4,TX-KI44BDGG7PVR
1000005161,289.0,PAID,,27036.0,TX-DC1DIN0IHMLE
1000005162,490.0,PAID,,70959.0,TX-7G5P7G8NSZZJ
1000005163,557.0,PAID,,52627.5,TX-4O212ZG57A55
1000005164,169.0,PAID,,60795.0,TX-T2UY3OHI1NSR
1000005165,336.0,PAID,,19287.0,TX-HVHAXCDO11KF
1000005166,241.0,PAID,,108900.0,TX-I247KW15GGE5
1000005167,355.0,PAID,,42688.8,TX-J6V6NPL97RL0
1000005168,372.0,PAID,,14229.6,TX-PP03LOSOLNMN
1000005169,316.0,PAID,,54072.48,TX-PHBNLMV562B8
1000005170,545.0,PAID,,45701.7,TX-QL1H1RHQ46P8
1000005171,307.0,PAID,,39204.0,TX-D418R09LS7UV
1000005172,493.0,PAID,,51727.5,TX-3SX21JYLG8GV
1000005173,46.0,PAID,,29959.2,TX-KXNFS0JF48JJ
1000005174,75.0,PAID,,14520.0,TX-UC4KWYPDJ4YR
1000005175,147.0,PAID,,53361.0,TX-3YF1KZE1MZC3
1000005176,471.0,PAID,,31036.5,TX-AXSLV9K8OSH7
1000005177,463.0,PAID,,46957.68,TX-JNQLJQG5FPIL
1000005178,40.0,PAID,,48024.9,TX-4YQ5PBRTIY39
1000005179,480.0,PAID,,27636.0,TX-0C8KNTBVBC20
1000005180,96.0,PAID,,57172.5,TX-WITK02GP2Z6U
1000005181,204.0,PAID,,54261.0,TX-RVP5H4MIJVKU
1000005182,205.0,PAID,,60795.0,TX-DDUQIUCR2UA0
1000005183,,FAILED,,49905.0,
1000005184,109.0,PAID,,45738.0,TX-U2Q10SORW494
1000005185,231.0,PAID,,49005.0,TX-O89YLTGP8190
1000005186,47.0,PAID,,12661.2,TX-XXW80KT1CMDB
1000005187,303.0,PAID,,34485.0,TX-JR0057Z5GAYF
1000005188,,FAILED,,30240.0,
1000005189,385.0,PAID,,40104.0,TX-Z9EMMBJEHD8O
1000005190,514.0,PAID,,14941.08,TX-MTO23F37D3TM
1000005191,610.0,PAID,,46246.2,TX-6KNLC425GRE8
1000005192,375.0,PAID,,29659.2,TX-G3L2LOKTYPIF
1000005193,69.0,PAID,,54450.0,TX-0V2N4BOIGNWN
1000005194,242.0,PAID,,32670.0,TX-AGK5GAO14HXU
1000005195,307.0,PAID,,55950.0,TX-LQK7UUNA9PER
1000005196,551.0,PAID,,14520.0,TX-SS3QCOTO403B
1000005197,436.0,PAID,,51727.5,TX-FI6KFQF2OZZU
1000005198,534.0,PAID,,26136.0,TX-S33VY9AXL7GF
1000005199,396.0,PAID,,26136.0,TX-FOTDJGF5FU5W
1000005200,40.0,REFUNDED,,29040.0,TX-XQ7BRD8ZEGC0
1000005201,,FAILED,,36774.0,
1000005202,241.0,PAID,,47553.0,TX-UG8PVXGM68EB
1000005203,638.0,PAID,,46938.0,TX-QE57ITOSBSVV
1000005204,76.0,PAID,,30492.0,TX-7TM4ZC5CM9B5
1000005205,266.0,PAID,,42688.8,TX-ZVHOP769T5ZT
1000005206,592.0,PAID,,15429.6,TX-BOGBD9S7WR4J
1000005207,272.0,PAID,,17172.0,TX-FOBYM38VWYUK
1000005208,296.0,PAID,,31944.0,TX-VE2298YS17AV
1000005209,143.0,PAID,,17235.0,TX-7M5KUAAAWL2H
1000005210,532.0,PAID,,54261.0,TX-S3G1PATKHCY4
1000005211,512.0,PAID,,39204.0,TX-FVL4UHKXIT7Z
1000005212,260.0,PAID,,41164.2,TX-SIJD2ZTC1TZ7
1000005213,156.0,PAID,,42688.8,TX-YAYHJCGX27FH
1000005214,246.0,PAID,,28459.2,TX-A56COC09I159
1000005215,59.0,PAID,,64579.8,TX-81Q1SWRDQ69X
1000005216,176.0,PAID,,19050.0,TX-M88B5ZLXTWXE
1000005217,582.0,PAID,,34485.0,TX-DILVGDALUT84
1000005218,189.0,PAID,,48024.9,TX-8BMHUGTYNZEQ
1000005219,600.0,PAID,,18676.35,TX-ZCYEE3LABTAE
1000005220,84.0,PAID,,35937.0,TX-8TDVREO8YRPN
1000005221,172.0,PAID,,14520.0,TX-MHYRF09LKWFI
1000005222,284.0,PAID,,26513.28,TX-1H7CYZT5YE4V
1000005223,259.0,PAID,,36474.0,TX-8D9VRV843LK9
1000005224,187.0,PAID,,40704.0,TX-2JYDKRUSUVH0
1000005225,,FAILED,,67302.3,
1000005226,595.0,PAID,,36774.0,TX-FFSN80OFA6DZ
1000005227,,FAILED,,17968.5,
1000005228,536.0,PAID,,35574.0,TX-OY98DHFB0CQY
1000005229,125.0,PAID,,36474.0,TX-YVA9X6CWL3W2
1000005230,618.0,PAID,,40404.0,TX-9LNJBKMYM5RZ
1000005231,423.0,PAID,,31305.12,TX-9TQAK7X1MROL
1000005232,465.0,PAID,,28996.2,TX-FQ9B6OTKM28D
1000005233,499.0,PAID,,44624.4,TX-UMZBAUVXNOGZ
1000005234,600.0,PAID,,55450.35,TX-1KYLTFX71ACB
1000005235,626.0,PAID,,26136.0,TX-3PYC8FB4RN1T
1000005236,474.0,PAID,,32670.0,TX-SQX2K87D2M1R
1000005237,507.0,PAID,,42688.8,TX-04TJXMIKMOJ3
1000005238,512.0,PAID,,15429.6,TX-C5ZKLJ2A3H7S
1000005239,306.0,PAID,,49005.0,TX-G5KELL2IB4HG
1000005240,48.0,PAID,,15983.7,TX-A3H0LBBHEGSM
1000005241,594.0,PAID,,72491.1,TX-FJO4OFSLE26G
1000005242,74.0,REFUNDED,,35622.0,TX-UWLCV8FONOUM
1000005243,385.0,PAID,,63210.0,TX-VY9EZOCTSEU5
1000005244,,FAILED,,53361.0,
1000005245,604.0,PAID,,39204.0,TX-LC5APFAKQOIZ
1000005246,63.0,PAID,,109419.38,TX-14Q8DW9WO4YQ
1000005247,590.0,PAID,,60025.68,TX-WGWA3SVLUBMT
1000005248,496.0,PAID,,36774.0,TX-H8CAN5J6SLAZ
1000005249,,FAILED,,50505.0,
1000005250,533.0,PAID,,17787.0,TX-SLHPOJNKLN52
1000005251,,FAILED,,113256.0,
1000005252,598.0,PAID,,34485.0,TX-CEJ6OXX1RJBO
1000005253,319.0,PAID,,30492.0,TX-KL1FLXCU8AK9
1000005254,275.0,PAID,,15429.6,TX-D0SZ9M6KQFIL
1000005255,459.0,PAID,,29359.2,TX-R382UU8BADTV
1000005256,451.0,PAID,,28459.2,TX-8AQRAGN79MD4
1000005257,239.0,PAID,,15246.0,TX-27TEPNH0HCN4
1000005258,585.0,PAID,,49005.0,TX-9604CN8H402H
1000005259,117.0,PAID,,28459.2,TX-DZVEW47YOJVN
1000005260,131.0,PAID,,34485.0,TX-PNZO74ESANVN
1000005261,619.0,REFUNDED,,48924.9,TX-9CL5NRCAVDSK
1000005262,,FAILED,,55650.0,
1000005263,,PENDING,,62910.0,
1000005264,639.0,PAID,,15652.56,TX-D2RT1TRCSWDH
1000005265,586.0,PAID,,39619.92,TX-LXHK9D4PLKBA
1000005266,135.0,PAID,,38552.7,TX-UA2E04XNWGN1
1000005267,190.0,PAID,,54450.0,TX-1PZ0EBYFJPBP
1000005268,432.0,PAID,,18150.0,TX-EYXJXFEZ22OE
1000005269,197.0,PAID,,86114.25,TX-HQEMKYH1KHXG
1000005270,23.0,PAID,,13068.0,TX-2Y6PQ70LQS2C
1000005271,72.0,REFUNDED,,37200.0,TX-37CGTIE579UE
1000005272,406.0,PAID,,52627.5,TX-A6DEWYFTRVCH
1000005273,343.0,PAID,,41382.0,TX-GUHJEOD0S6TS
1000005274,278.0,PAID,,36209.25,TX-PHZMHC643Q95
1000005275,180.0,PAID,,18987.0,TX-GMMG7GI78OWX
1000005276,221.0,REFUNDED,,51727.5,TX-7DT33C1XID4J
1000005277,,FAILED,,27036.0,
1000005278,382.0,PAID,,43378.5,TX-4AL3EHJKVL35
1000005279,189.0,PAID,,35574.0,TX-6PGLILRPJP5E
1000005280,,FAILED,,32236.5,
1000005281,595.0,PAID,,54261.0,TX-9ZP0LO8JDUFF
1000005282,119.0,PAID,,44460.0,TX-39L2SPT8YCEQ
1000005283,23.0,PAID,,15972.0,TX-42K1NM1Q9USG
1000005284,418.0,REFUNDED,,78408.0,TX-UM8L4DFN1ISR
1000005285,469.0,PAID,,43008.0,TX-BW6AIGCQR4S4
1000005286,486.0,PAID,,37500.0,TX-TXCCA3U6D8E8
1000005287,262.0,PAID,,55650.0,TX-1HRGMGTQHXT4
1000005288,357.0,PAID,,17151.75,TX-T7M7DFOXN7MJ
1000005289,198.0,PAID,,96886.8,TX-0HJ7A5D7LAWY
1000005290,183.0,PAID,,27636.0,TX-C4WMX2SWG8GX
1000005291,590.0,PAID,,65723.25,TX-YZNST2GP5YX2
1000005292,239.0,PAID,,28488.0,TX-KE457IY7X1M9
1000005293,137.0,PAID,,79497.0,TX-B0OWFP1UNOWS
1000005294,133.0,PAID,,44188.8,TX-2GPDN1FVI7IF
1000005295,375.0,REFUNDED,,29040.0,TX-CL7F4VMLQ7NN
1000005296,111.0,PAID,,15420.0,TX-W16FBVETN7C7
1000005297,157.0,PAID,,30167.4,TX-9XEC1VH8WAOA
1000005298,39.0,PAID,,74778.0,TX-QZKLFMW7CG4Y
1000005299,492.0,PAID,,27336.0,TX-6NKK5IWTTV0R
1000005300,636.0,PAID,,30603.0,TX-M83FBTG81QWO
1000005301,80.0,PAID,,24422.4,TX-DZAZ5XXRNK4M
1000005302,448.0,PAID,,29088.0,TX-23EIBDA9AD9K
1000005303,94.0,PAID,,71511.0,TX-TU246MXZITUT
1000005304,462.0,PAID,,14006.64,TX-1LL9M4V8E1MS
1000005305,193.0,PAID,,111213.12,TX-S2RZIPZPUJG8
1000005306,,FAILED,,13968.0,
1000005307,194.0,PAID,,50457.0,TX-7NTXACE69NJG
1000005308,,PENDING,,15420.0,
1000005309,530.0,PAID,,90679.5,TX-X58XHD64GIU4
1000005310,325.0,PAID,,15129.6,TX-MNLKDVROZLBO
1000005311,345.0,PAID,,79172.4,TX-TLZ99YSD16B9
1000005312,210.0,PAID,,38419.92,TX-A8F023QWAFS5
1000005313,399.0,PAID,,43560.0,TX-O1KH5IU6WFCJ
1000005314,85.0,PAID,,18687.0,TX-OJ3G4RAT37MH
1000005315,,FAILED,,13068.0,
1000005316,186.0,PAID,,57528.0,TX-WOTYL22KJZIZ
1000005317,603.0,PAID,,14701.5,TX-7OLZTODGPIZK
1000005318,272.0,PAID,,34485.0,TX-JQNYVXCS690B
1000005319,202.0,PAID,,57172.5,TX-PGWDQ8N2EXWA
1000005320,219.0,PAID,,39204.0,TX-LR3LLIQNU60M
1000005321,,FAILED,,32488.5,
1000005322,224.0,PAID,,56410.2,TX-XUUEFZN3BFTA
1000005323,581.0,PAID,,18442.5,TX-E16S5XBR6QI7
1000005324,338.0,PAID,,14520.0,TX-CGFUAISVK9TM
1000005325,167.0,PAID,,95316.3,TX-QMO2RYIGIX9A
1000005326,84.0,PAID,,38419.92,TX-CKK8DUPKWA14
1000005327,213.0,PAID,,14994.0,TX-3UWVW6833QC4
1000005328,603.0,PAID,,51727.5,TX-FWHM9ZZ5777U
1000005329,399.0,PAID,,49905.0,TX-E60P180DHC09
1000005330,123.0,PAID,,102477.0,TX-H50JFCWYEB94
1000005331,640.0,PAID,,54450.0,TX-3WD6GENREX6N
1000005332,600.0,PAID,,36300.0,TX-MNYD6Z6SH502
1000005333,107.0,PAID,,30492.0,TX-G7DNUWAYG5N5
1000005334,374.0,PAID,,35574.0,TX-OITBKS80JNIT
1000005335,,FAILED,,58100.25,
1000005336,338.0,PAID,,27588.0,TX-3AJQW7F9WL3G
1000005337,581.0,PAID,,76558.8,TX-AP5PVAKDIAF0
1000005338,190.0,PAID,,36474.0,TX-LGVFBMH59PAX
1000005339,421.0,PAID,,17535.0,TX-8T9NV74AY36D
1000005340,176.0,PAID,,35574.0,TX-4X9JGA28EH7N
1000005341,,FAILED,,55902.0,
1000005342,,FAILED,,15429.6,
1000005343,631.0,PAID,,55069.2,TX-SCQWFU4LKBVN
1000005344,403.0,PAID,,75796.5,TX-QTXMLCNIA24P
1000005345,343.0,PAID,,14994.0,TX-D0VS0DWAKHX0
1000005346,405.0,PAID,,51727.5,TX-29EYKG9SCYK9
1000005347,520.0,REFUNDED,,49005.0,TX-6JR758RK17MM
1000005348,623.0,PAID,,43560.0,TX-W744C8MBJMST
1000005349,102.0,PAID,,70422.0,TX-1R5PXTXU7U8R
1000005350,442.0,PAID,,51727.5,TX-CUY5SQ3ZMNSV
1000005351,,PENDING,,60795.0,
1000005352,,FAILED,,43888.8,
1000005353,132.0,PAID,,36300.0,TX-YASUUH2VPH5P
1000005354,615.0,PAID,,52272.0,TX-X290WAX864VC
1000005355,125.0,PAID,,33870.0,TX-UQ157LY7AXMG
1000005356,,FAILED,,60432.0,
1000005357,166.0,PAID,,51720.0,TX-UH98UMV2X4QQ
1000005358,271.0,PAID,,45520.2,TX-XVMEVEB5PH1G
1000005359,121.0,PAID,,17787.0,TX-HRFW210P5DQ8
1000005360,140.0,REFUNDED,,17535.0,TX-26PTTCMLU1MQ
1000005361,514.0,PAID,,29911.2,TX-RJMJ8XOXDOWK
1000005362,19.0,PAID,,43124.4,TX-3SHCO64R8CXM
1000005363,469.0,REFUNDED,,42471.0,TX-V8RQL5CIJZN4
1000005364,65.0,PAID,,24422.4,TX-ECJLJFVFSP68
1000005365,556.0,PAID,,50505.0,TX-H6MERZX6PSO6
1000005366,242.0,PAID,,14941.08,TX-EU60MWCAHC4X
1000005367,395.0,PAID,,95287.5,TX-GC5GTE157SUC
1000005368,,PENDING,,70022.7,
1000005369,509.0,PAID,,63499.59,TX-86BZVWAYKOLK
1000005370,,FAILED,,26136.0,
1000005371,53.0,PAID,,55350.0,TX-NTWZXZ9OGF2B
1000005372,169.0,PAID,,13068.0,TX-0X4AAKPIDBYM
1000005373,189.0,PAID,,13068.0,TX-FSLC9OXB49TA
1000005374,555.0,PAID,,17242.5,TX-0EP4VGCVFP5O
1000005375,510.0,PAID,,14941.08,TX-YD1SSNI4E799
1000005376,299.0,PAID,,17235.0,TX-DE8R3RAXZ2T7
1000005377,324.0,PAID,,78509.4,TX-K4AKX9G7AN7L
1000005378,,FAILED,,42979.2,
1000005379,639.0,REFUNDED,,47857.68,TX-GZI7DZII6TUB
1000005380,398.0,PAID,,18442.5,TX-HW85FVQU6ZI2
1000005381,214.0,PAID,,41382.0,TX-ZAWRLKIVOFVY
1000005382,9.0,PAID,,32670.0,TX-G6287JRJR1OF
1000005383,327.0,PAID,,17535.0,TX-BJ7X2AH4THJF
1000005384,,PENDING,,43308.0,
1000005385,407.0,PAID,,26136.0,TX-51J4TEXPP8H4
1000005386,,PENDING,,42688.8,
1000005387,381.0,PAID,,50094.0,TX-VEZESAHMXXHQ
1000005388,609.0,PAID,,50335.68,TX-R76TEM0JOBQR
1000005389,329.0,PAID,,52955.25,TX-0YYOA21WWG96
1000005390,337.0,PAID,,36300.0,TX-LTII3GQOIGPT
1000005391,581.0,PAID,,11761.2,TX-PSQ7XLWC6AIR
1000005392,134.0,PAID,,36483.6,TX-R5ZM6PDGVWZK
1000005393,38.0,PAID,,18687.0,TX-CJP24DKGK0ZS
1000005394,237.0,PAID,,16418.25,TX-NWG44FH379WP
1000005395,114.0,PAID,,82812.0,TX-MTK4HIOL5N0M
1000005396,427.0,PAID,,40404.0,TX-PXU0O75PUY4N
1000005397,235.0,PAID,,54488.4,TX-WEDRPOQ3ODBK
1000005398,493.0,PAID,,42688.8,TX-GEXXWVE32RYM
1000005399,536.0,PAID,,53361.0,TX-KDK1T0R7YU71
1000005400,429.0,PAID,,92867.1,TX-NWC3P25PJEI7
1000005401,,FAILED,,80803.8,
1000005402,32.0,PAID,,90931.5,TX-285P7IVTHH9O
1000005403,462.0,PAID,,28788.0,TX-T449VJE02JWI
