session_bk,customer_sk,channel_sk,started_date_sk,ended_date_sk,device,is_ended
11000041167,731.0,,47,47.0,mobile,1
11000041168,1261.0,,250,250.0,desktop,1
11000041169,,,299,299.0,mobile,1
11000041170,82.0,,386,386.0,desktop,1
11000041171,1030.0,,14,14.0,mobile,1
11000041172,399.0,,191,191.0,desktop,1
11000041173,155.0,,199,199.0,mobile,1
11000041174,1311.0,,322,322.0,mobile,1
11000041175,970.0,,122,122.0,mobile,1
11000041176,744.0,,589,589.0,mobile,1
11000041177,1483.0,,505,505.0,desktop,1
11000041178,23.0,,69,69.0,mobile,1
11000041179,801.0,,497,497.0,mobile,1
11000041180,1242.0,,179,179.0,mobile,1
11000041181,,,272,272.0,mobile,1
11000041182,207.0,,605,605.0,mobile,1
11000041183,470.0,,174,174.0,mobile,1
11000041184,,,600,,mobile,0
11000041185,186.0,,58,58.0,mobile,1
11000041186,908.0,,333,333.0,desktop,1
11000041187,1305.0,,349,349.0,mobile,1
11000041188,,,394,394.0,mobile,1
11000041189,,,444,444.0,mobile,1
11000041190,816.0,,372,372.0,desktop,1
11000041191,,,509,509.0,mobile,1
11000041192,748.0,,97,97.0,tablet,1
11000041193,459.0,,242,242.0,mobile,1
11000041194,1133.0,,37,38.0,mobile,1
11000041195,,,468,,mobile,0
11000041196,398.0,,218,218.0,mobile,1
11000041197,174.0,,229,229.0,mobile,1
11000041198,270.0,,397,397.0,mobile,1
11000041199,,,451,451.0,mobile,1
11000041200,1492.0,,252,252.0,desktop,1
11000041201,895.0,,485,485.0,mobile,1
11000041202,,,533,533.0,desktop,1
11000041203,,,367,367.0,mobile,1
11000041204,577.0,,349,349.0,mobile,1
11000041205,802.0,,150,150.0,mobile,1
11000041206,298.0,,134,134.0,mobile,1
11000041207,746.0,,621,621.0,desktop,1
11000041208,278.0,,472,472.0,mobile,1
11000041209,,,139,139.0,mobile,1
11000041210,724.0,,440,440.0,mobile,1
11000041211,1080.0,,185,185.0,desktop,1
11000041212,1463.0,,318,318.0,mobile,1
11000041213,1409.0,,150,151.0,mobile,1
11000041214,337.0,,601,601.0,desktop,1
11000041215,262.0,,243,243.0,desktop,1
11000041216,,,388,388.0,mobile,1
11000041217,,,376,376.0,desktop,1
11000041218,643.0,,88,88.0,mobile,1
11000041219,73.0,,633,633.0,mobile,1
11000041220,,,99,99.0,mobile,1
11000041221,870.0,,368,368.0,mobile,1
11000041222,1287.0,,52,52.0,mobile,1
11000041223,429.0,,360,360.0,mobile,1
11000041224,,,143,143.0,mobile,1
11000041225,265.0,,34,34.0,mobile,1
11000041226,272.0,,143,143.0,mobile,1
11000041227,716.0,,398,398.0,mobile,1
11000041228,430.0,,139,139.0,desktop,1
11000041229,758.0,,173,173.0,mobile,1
11000041230,,,303,303.0,mobile,1
11000041231,1275.0,,438,,desktop,0
11000041232,516.0,,180,180.0,mobile,1
11000041233,,,14,14.0,desktop,1
11000041234,1073.0,,123,123.0,mobile,1
11000041235,1331.0,,175,175.0,desktop,1
11000041236,,,587,587.0,desktop,1
11000041237,,,503,503.0,mobile,1
11000041238,147.0,,470,470.0,mobile,1
11000041239,690.0,,134,134.0,mobile,1
11000041240,,,288,288.0,desktop,1
11000041241,211.0,,297,297.0,mobile,1
11000041242,319.0,,123,123.0,mobile,1
11000041243,,,60,60.0,mobile,1
11000041244,360.0,,93,93.0,desktop,1
11000041245,323.0,,319,319.0,mobile,1
11000041246,142.0,,363,363.0,mobile,1
11000041247,,,77,77.0,desktop,1
11000041248,647.0,,272,272.0,mobile,1
11000041249,1081.0,,48,48.0,desktop,1
11000041250,,,199,199.0,mobile,1
11000041251,,,585,585.0,mobile,1
11000041252,,,278,278.0,mobile,1
11000041253,,,131,131.0,desktop,1
11000041254,,,326,326.0,desktop,1
11000041255,627.0,,190,190.0,mobile,1
11000041256,,,618,618.0,mobile,1
11000041257,879.0,,22,22.0,mobile,1
11000041258,,,501,501.0,mobile,1
11000041259,,,4,4.0,desktop,1
11000041260,,,484,484.0,mobile,1
11000041261,,,557,557.0,mobile,1
11000041262,,,506,506.0,desktop,1
11000041263,1222.0,,512,512.0,mobile,1
11000041264,,,363,363.0,mobile,1
11000041265,,,41,41.0,mobile,1
11000041266,,,78,78.0,mobile,1
11000041267,,,633,633.0,tablet,1
11000041268,819.0,,551,551.0,desktop,1
11000041269,1089.0,,52,52.0,desktop,1
11000041270,1347.0,,285,285.0,desktop,1
11000041271,672.0,,569,569.0,mobile,1
11000041272,402.0,,136,136.0,mobile,1
11000041273,990.0,,401,401.0,mobile,1
11000041274,1395.0,,14,14.0,mobile,1
11000041275,1193.0,,306,306.0,mobile,1
11000041276,905.0,,185,185.0,tablet,1
11000041277,,,125,125.0,desktop,1
11000041278,,,95,95.0,mobile,1
11000041279,,,439,439.0,tablet,1
11000041280,109.0,,344,344.0,desktop,1
11000041281,1168.0,,587,587.0,desktop,1
11000041282,,,247,247.0,mobile,1
11000041283,,,550,550.0,desktop,1
11000041284,756.0,,634,634.0,desktop,1
11000041285,1285.0,,25,25.0,mobile,1
11000041286,,,582,,desktop,0
11000041287,1126.0,,490,490.0,mobile,1
11000041288,848.0,,152,152.0,desktop,1
11000041289,,,257,257.0,mobile,1
11000041290,,,207,207.0,desktop,1
11000041291,533.0,,8,8.0,mobile,1
11000041292,585.0,,167,167.0,desktop,1
11000041293,377.0,,597,597.0,mobile,1
11000041294,,,143,143.0,mobile,1
11000041295,843.0,,537,537.0,mobile,1
11000041296,769.0,,16,16.0,mobile,1
11000041297,1256.0,,517,,mobile,0
11000041298,,,245,245.0,mobile,1
11000041299,1299.0,,613,613.0,desktop,1
11000041300,378.0,,272,272.0,desktop,1
11000041301,579.0,,435,435.0,mobile,1
11000041302,,,43,43.0,desktop,1
11000041303,1036.0,,68,68.0,mobile,1
11000041304,266.0,,254,254.0,mobile,1
11000041305,,,384,384.0,mobile,1
11000041306,70.0,,74,74.0,mobile,1
11000041307,,,85,85.0,mobile,1
11000041308,,,222,222.0,mobile,1
11000041309,418.0,,376,376.0,mobile,1
11000041310,662.0,,182,182.0,desktop,1
11000041311,699.0,,513,513.0,mobile,1
11000041312,835.0,,619,619.0,mobile,1
11000041313,,,567,567.0,mobile,1
11000041314,1456.0,,66,66.0,mobile,1
11000041315,619.0,,401,401.0,mobile,1
11000041316,1149.0,,629,,mobile,0
11000041317,447.0,,37,37.0,mobile,1
11000041318,9.0,,267,267.0,mobile,1
11000041319,,,639,639.0,mobile,1
11000041320,301.0,,629,630.0,mobile,1
11000041321,221.0,,23,23.0,desktop,1
11000041322,495.0,,240,240.0,mobile,1
11000041323,1339.0,,209,209.0,desktop,1
11000041324,1183.0,,327,327.0,desktop,1
11000041325,861.0,,370,370.0,mobile,1
11000041326,470.0,,144,144.0,desktop,1
11000041327,1057.0,,566,566.0,desktop,1
11000041328,496.0,,392,392.0,mobile,1
11000041329,1177.0,,113,113.0,desktop,1
11000041330,,,65,65.0,mobile,1
11000041331,309.0,,396,396.0,mobile,1
11000041332,342.0,,617,617.0,desktop,1
11000041333,,,190,190.0,mobile,1
11000041334,,,80,,mobile,0
11000041335,362.0,,486,486.0,mobile,1
11000041336,1202.0,,95,95.0,desktop,1
11000041337,1171.0,,305,305.0,mobile,1
11000041338,48.0,,636,636.0,mobile,1
11000041339,893.0,,329,329.0,mobile,1
11000041340,592.0,,55,55.0,desktop,1
11000041341,89.0,,38,38.0,mobile,1
11000041342,1108.0,,395,,mobile,0
11000041343,785.0,,288,288.0,desktop,1
11000041344,902.0,,418,418.0,mobile,1
11000041345,,,311,311.0,desktop,1
11000041346,1336.0,,627,627.0,mobile,1
11000041347,295.0,,587,587.0,desktop,1
11000041348,310.0,,187,187.0,desktop,1
11000041349,687.0,,360,,mobile,0
11000041350,1498.0,,87,87.0,mobile,1
11000041351,,,526,526.0,desktop,1
11000041352,970.0,,520,520.0,mobile,1
11000041353,308.0,,543,543.0,mobile,1
11000041354,1003.0,,179,179.0,desktop,1
11000041355,18.0,,475,475.0,mobile,1
11000041356,734.0,,194,194.0,mobile,1
11000041357,27.0,,2,2.0,mobile,1
11000041358,,,143,143.0,mobile,1
11000041359,1215.0,,453,454.0,mobile,1
11000041360,,,453,453.0,desktop,1
11000041361,,,219,219.0,desktop,1
11000041362,1046.0,,544,544.0,mobile,1
11000041363,,,138,138.0,mobile,1
11000041364,629.0,,514,514.0,desktop,1
11000041365,473.0,,75,75.0,desktop,1
11000041366,,,175,175.0,mobile,1
11000041367,400.0,,187,187.0,mobile,1
11000041368,825.0,,370,,mobile,0
11000041369,,,84,84.0,mobile,1
11000041370,,,189,189.0,desktop,1
11000041371,,,511,511.0,mobile,1
11000041372,1022.0,,13,,tablet,0
11000041373,,,156,156.0,mobile,1
11000041374,1485.0,,215,215.0,mobile,1
11000041375,,,252,252.0,mobile,1
11000041376,,,590,590.0,mobile,1
11000041377,928.0,,59,59.0,mobile,1
11000041378,,,624,624.0,mobile,1
11000041379,442.0,,571,571.0,desktop,1
11000041380,,,315,315.0,mobile,1
11000041381,211.0,,375,375.0,mobile,1
11000041382,,,599,599.0,mobile,1
11000041383,,,107,107.0,desktop,1
11000041384,,,546,546.0,mobile,1
11000041385,867.0,,289,289.0,mobile,1
11000041386,516.0,,64,64.0,mobile,1
11000041387,,,461,461.0,mobile,1
11000041388,1075.0,,181,181.0,mobile,1
11000041389,1492.0,,512,512.0,desktop,1
11000041390,600.0,,595,595.0,mobile,1
11000041391,501.0,,571,571.0,desktop,1
11000041392,1122.0,,217,217.0,desktop,1
11000041393,421.0,,329,329.0,mobile,1
11000041394,,,558,558.0,mobile,1
11000041395,1470.0,,114,114.0,mobile,1
11000041396,368.0,,465,465.0,mobile,1
11000041397,26.0,,156,156.0,desktop,1
11000041398,235.0,,313,313.0,desktop,1
11000041399,,,451,451.0,mobile,1
11000041400,987.0,,339,339.0,tablet,1
11000041401,,,160,160.0,mobile,1
11000041402,942.0,,524,524.0,mobile,1
11000041403,111.0,,532,532.0,desktop,1
11000041404,165.0,,354,354.0,mobile,1
11000041405,460.0,,208,208.0,mobile,1
11000041406,1259.0,,527,527.0,mobile,1
11000041407,372.0,,535,535.0,mobile,1
11000041408,1449.0,,189,189.0,desktop,1
11000041409,113.0,,582,582.0,mobile,1
11000041410,697.0,,409,409.0,mobile,1
11000041411,236.0,,492,492.0,tablet,1
11000041412,761.0,,146,146.0,tablet,1
11000041413,123.0,,124,124.0,mobile,1
11000041414,1492.0,,330,330.0,mobile,1
11000041415,184.0,,505,505.0,desktop,1
11000041416,,,567,567.0,desktop,1
11000041417,1042.0,,433,433.0,mobile,1
11000041418,730.0,,531,531.0,mobile,1
11000041419,528.0,,201,201.0,tablet,1
11000041420,,,326,326.0,desktop,1
11000041421,,,413,413.0,mobile,1
11000041422,83.0,,234,234.0,desktop,1
11000041423,,,375,375.0,desktop,1
11000041424,,,235,235.0,mobile,1
11000041425,,,258,258.0,mobile,1
11000041426,102.0,,524,524.0,mobile,1
11000041427,,,262,262.0,mobile,1
11000041428,25.0,,172,172.0,mobile,1
11000041429,,,354,354.0,tablet,1
11000041430,1317.0,,92,92.0,desktop,1
11000041431,502.0,,222,222.0,mobile,1
11000041432,407.0,,194,194.0,mobile,1
11000041433,1182.0,,575,575.0,mobile,1
11000041434,714.0,,407,407.0,desktop,1
11000041435,978.0,,253,253.0,desktop,1
11000041436,,,218,218.0,mobile,1
11000041437,799.0,,439,439.0,mobile,1
11000041438,155.0,,424,424.0,mobile,1
11000041439,608.0,,341,341.0,tablet,1
11000041440,1082.0,,173,173.0,mobile,1
11000041441,,,276,276.0,desktop,1
11000041442,731.0,,396,396.0,mobile,1
11000041443,,,51,51.0,desktop,1
11000041444,595.0,,475,475.0,mobile,1
11000041445,,,28,28.0,mobile,1
11000041446,,,249,249.0,desktop,1
11000041447,1064.0,,601,601.0,desktop,1
11000041448,193.0,,332,332.0,desktop,1
11000041449,1154.0,,631,631.0,desktop,1
11000041450,,,427,,mobile,0
11000041451,336.0,,276,276.0,desktop,1
11000041452,1115.0,,239,239.0,desktop,1
11000041453,486.0,,394,394.0,mobile,1
11000041454,1434.0,,163,163.0,mobile,1
11000041455,,,101,101.0,mobile,1
11000041456,1297.0,,235,235.0,mobile,1
11000041457,,,535,535.0,desktop,1
11000041458,1082.0,,279,279.0,desktop,1
11000041459,1401.0,,62,62.0,tablet,1
11000041460,843.0,,362,362.0,mobile,1
11000041461,242.0,,256,256.0,tablet,1
11000041462,186.0,,517,517.0,desktop,1
11000041463,1299.0,,3,3.0,mobile,1
11000041464,,,573,573.0,mobile,1
11000041465,828.0,,339,339.0,mobile,1
11000041466,172.0,,373,373.0,mobile,1
11000041467,37.0,,331,331.0,mobile,1
11000041468,,,353,353.0,mobile,1
11000041469,746.0,,11,11.0,mobile,1
11000041470,,,639,639.0,desktop,1
11000041471,109.0,,594,594.0,mobile,1
11000041472,,,250,250.0,desktop,1
11000041473,,,210,210.0,mobile,1
11000041474,461.0,,362,362.0,mobile,1
11000041475,811.0,,94,94.0,mobile,1
11000041476,846.0,,358,358.0,mobile,1
11000041477,,,468,468.0,mobile,1
11000041478,1141.0,,610,610.0,desktop,1
11000041479,110.0,,453,,desktop,0
11000041480,769.0,,37,37.0,mobile,1
11000041481,163.0,,598,598.0,mobile,1
11000041482,522.0,,622,622.0,desktop,1
11000041483,,,129,129.0,tablet,1
11000041484,,,192,192.0,mobile,1
11000041485,,,313,313.0,mobile,1
11000041486,944.0,,222,222.0,mobile,1
11000041487,,,630,630.0,desktop,1
11000041488,483.0,,582,582.0,mobile,1
11000041489,1104.0,,228,228.0,desktop,1
11000041490,407.0,,601,601.0,mobile,1
11000041491,,,591,591.0,desktop,1
11000041492,990.0,,577,577.0,desktop,1
11000041493,885.0,,547,547.0,desktop,1
11000041494,,,239,239.0,desktop,1
11000041495,1366.0,,401,401.0,mobile,1
11000041496,44.0,,575,575.0,desktop,1
11000041497,1460.0,,326,326.0,tablet,1
11000041498,458.0,,2,2.0,mobile,1
11000041499,,,138,138.0,mobile,1
11000041500,1241.0,,362,362.0,desktop,1
11000041501,365.0,,242,242.0,mobile,1
11000041502,218.0,,627,,desktop,0
11000041503,1179.0,,567,568.0,mobile,1
11000041504,1042.0,,122,122.0,desktop,1
11000041505,,,164,164.0,mobile,1
11000041506,343.0,,533,533.0,mobile,1
11000041507,686.0,,550,550.0,desktop,1
11000041508,,,106,106.0,mobile,1
11000041509,681.0,,117,117.0,mobile,1
11000041510,,,534,534.0,mobile,1
11000041511,,,419,419.0,tablet,1
11000041512,,,352,352.0,desktop,1
11000041513,,,121,121.0,mobile,1
11000041514,,,493,493.0,tablet,1
11000041515,535.0,,368,368.0,mobile,1
11000041516,154.0,,195,195.0,mobile,1
11000041517,466.0,,425,425.0,desktop,1
11000041518,,,524,524.0,mobile,1
11000041519,1326.0,,108,108.0,mobile,1
11000041520,870.0,,432,432.0,mobile,1
11000041521,577.0,,339,340.0,mobile,1
11000041522,,,254,255.0,mobile,1
11000041523,383.0,,459,459.0,tablet,1
11000041524,57.0,,93,93.0,mobile,1
11000041525,,,13,13.0,desktop,1
11000041526,1161.0,,586,586.0,desktop,1
11000041527,758.0,,7,7.0,desktop,1
11000041528,1229.0,,260,260.0,mobile,1
11000041529,1104.0,,370,370.0,desktop,1
11000041530,696.0,,120,120.0,mobile,1
11000041531,961.0,,237,237.0,mobile,1
11000041532,405.0,,367,367.0,desktop,1
11000041533,1110.0,,484,484.0,mobile,1
11000041534,927.0,,168,,mobile,0
11000041535,,,288,288.0,mobile,1
11000041536,,,116,116.0,desktop,1
11000041537,185.0,,442,442.0,mobile,1
11000041538,460.0,,50,50.0,mobile,1
11000041539,987.0,,199,199.0,mobile,1
11000041540,,,324,324.0,tablet,1
11000041541,,,151,151.0,mobile,1
11000041542,,,442,442.0,mobile,1
11000041543,,,280,280.0,desktop,1
11000041544,333.0,,359,359.0,tablet,1
11000041545,1243.0,,158,158.0,mobile,1
11000041546,716.0,,356,356.0,mobile,1
11000041547,,,406,406.0,desktop,1
11000041548,1207.0,,340,340.0,desktop,1
11000041549,1037.0,,239,,mobile,0
11000041550,,,383,383.0,mobile,1
11000041551,907.0,,160,160.0,desktop,1
11000041552,,,408,408.0,desktop,1
11000041553,66.0,,197,197.0,desktop,1
11000041554,1405.0,,209,209.0,mobile,1
11000041555,780.0,,486,486.0,mobile,1
11000041556,1127.0,,346,346.0,mobile,1
11000041557,1205.0,,472,472.0,desktop,1
11000041558,,,87,,mobile,0
11000041559,177.0,,426,426.0,desktop,1
11000041560,,,70,70.0,mobile,1
11000041561,766.0,,296,296.0,desktop,1
11000041562,660.0,,407,407.0,desktop,1
11000041563,712.0,,425,425.0,mobile,1
11000041564,,,9,9.0,desktop,1
11000041565,,,7,7.0,mobile,1
11000041566,200.0,,306,306.0,mobile,1
11000041567,,,213,213.0,mobile,1
11000041568,1015.0,,193,193.0,mobile,1
11000041569,1053.0,,378,378.0,desktop,1
11000041570,327.0,,102,102.0,desktop,1
11000041571,380.0,,403,403.0,mobile,1
11000041572,1408.0,,83,83.0,mobile,1
11000041573,1032.0,,352,352.0,mobile,1
11000041574,,,553,553.0,desktop,1
11000041575,586.0,,127,127.0,mobile,1
11000041576,1221.0,,489,489.0,tablet,1
11000041577,,,636,636.0,mobile,1
11000041578,,,226,226.0,mobile,1
11000041579,,,399,399.0,mobile,1
11000041580,1231.0,,413,413.0,mobile,1
11000041581,,,63,63.0,mobile,1
11000041582,,,381,381.0,tablet,1
11000041583,137.0,,477,477.0,desktop,1
11000041584,,,212,212.0,desktop,1
11000041585,790.0,,201,201.0,desktop,1
11000041586,,,371,371.0,mobile,1
11000041587,990.0,,335,335.0,desktop,1
11000041588,,,366,366.0,mobile,1
11000041589,,,201,201.0,mobile,1
11000041590,1082.0,,579,579.0,desktop,1
11000041591,92.0,,189,189.0,mobile,1
11000041592,61.0,,500,,desktop,0
11000041593,92.0,,128,128.0,desktop,1
11000041594,,,344,344.0,desktop,1
11000041595,,,345,345.0,mobile,1
11000041596,,,139,139.0,mobile,1
11000041597,,,135,135.0,mobile,1
11000041598,264.0,,378,378.0,mobile,1
11000041599,,,296,296.0,mobile,1
11000041600,595.0,,586,586.0,mobile,1
11000041601,566.0,,235,235.0,tablet,1
11000041602,15.0,,14,14.0,mobile,1
11000041603,,,286,286.0,mobile,1
11000041604,458.0,,157,157.0,mobile,1
11000041605,,,353,353.0,mobile,1
11000041606,1490.0,,553,,mobile,0
11000041607,842.0,,596,596.0,desktop,1
11000041608,,,291,291.0,desktop,1
11000041609,,,334,334.0,tablet,1
11000041610,1416.0,,552,552.0,mobile,1
11000041611,1403.0,,273,273.0,mobile,1
11000041612,,,33,33.0,mobile,1
11000041613,,,387,387.0,desktop,1
11000041614,,,338,338.0,desktop,1
11000041615,,,420,420.0,mobile,1
11000041616,,,145,145.0,mobile,1
11000041617,,,391,391.0,mobile,1
11000041618,,,286,286.0,mobile,1
11000041619,590.0,,283,283.0,mobile,1
11000041620,,,445,445.0,mobile,1
11000041621,,,27,,desktop,0
11000041622,,,20,20.0,desktop,1
11000041623,186.0,,34,,desktop,0
11000041624,1078.0,,249,249.0,mobile,1
11000041625,1470.0,,403,403.0,mobile,1
11000041626,1052.0,,574,574.0,mobile,1
11000041627,,,594,594.0,mobile,1
11000041628,,,277,277.0,desktop,1
11000041629,,,624,624.0,desktop,1
11000041630,375.0,,352,352.0,mobile,1
11000041631,134.0,,238,238.0,desktop,1
11000041632,,,237,237.0,mobile,1
11000041633,786.0,,533,533.0,mobile,1
11000041634,1178.0,,490,490.0,mobile,1
11000041635,244.0,,249,250.0,desktop,1
11000041636,334.0,,282,282.0,tablet,1
11000041637,,,562,562.0,mobile,1
11000041638,976.0,,237,237.0,mobile,1
11000041639,,,194,,mobile,0
11000041640,,,639,639.0,mobile,1
11000041641,,,330,330.0,mobile,1
11000041642,,,20,20.0,desktop,1
11000041643,,,311,,mobile,0
11000041644,,,387,387.0,mobile,1
11000041645,8.0,,637,637.0,desktop,1
11000041646,292.0,,363,363.0,desktop,1
11000041647,1429.0,,12,12.0,desktop,1
11000041648,28.0,,424,424.0,desktop,1
11000041649,1069.0,,29,29.0,desktop,1
11000041650,,,547,547.0,mobile,1
11000041651,658.0,,611,611.0,mobile,1
11000041652,378.0,,321,321.0,desktop,1
11000041653,,,171,171.0,mobile,1
11000041654,586.0,,40,40.0,mobile,1
11000041655,1126.0,,524,524.0,desktop,1
11000041656,1350.0,,211,211.0,desktop,1
11000041657,205.0,,115,115.0,mobile,1
11000041658,,,576,576.0,desktop,1
11000041659,482.0,,376,376.0,mobile,1
11000041660,769.0,,282,282.0,mobile,1
11000041661,,,49,49.0,mobile,1
11000041662,1328.0,,216,216.0,desktop,1
11000041663,901.0,,298,298.0,desktop,1
11000041664,166.0,,392,392.0,mobile,1
11000041665,347.0,,477,477.0,mobile,1
11000041666,441.0,,66,66.0,mobile,1
11000041667,1015.0,,549,549.0,desktop,1
11000041668,,,158,158.0,desktop,1
11000041669,60.0,,81,81.0,tablet,1
11000041670,34.0,,138,138.0,desktop,1
11000041671,,,221,221.0,mobile,1
11000041672,517.0,,432,432.0,mobile,1
11000041673,56.0,,274,274.0,desktop,1
11000041674,130.0,,567,567.0,mobile,1
11000041675,764.0,,601,601.0,mobile,1
11000041676,730.0,,579,579.0,mobile,1
11000041677,881.0,,240,240.0,desktop,1
11000041678,,,279,279.0,desktop,1
11000041679,1387.0,,271,,mobile,0
11000041680,,,106,106.0,desktop,1
11000041681,1366.0,,325,325.0,mobile,1
11000041682,,,455,455.0,tablet,1
11000041683,1165.0,,432,432.0,mobile,1
11000041684,694.0,,267,267.0,desktop,1
11000041685,427.0,,159,160.0,mobile,1
11000041686,67.0,,108,108.0,mobile,1
11000041687,997.0,,355,355.0,mobile,1
11000041688,,,17,17.0,mobile,1
11000041689,,,567,567.0,desktop,1
11000041690,,,330,330.0,desktop,1
11000041691,1363.0,,78,78.0,tablet,1
11000041692,1320.0,,266,266.0,desktop,1
11000041693,423.0,,636,636.0,mobile,1
11000041694,518.0,,598,598.0,mobile,1
11000041695,705.0,,5,5.0,mobile,1
11000041696,,,543,543.0,mobile,1
11000041697,955.0,,293,293.0,mobile,1
11000041698,,,464,464.0,mobile,1
11000041699,455.0,,310,310.0,desktop,1
11000041700,826.0,,626,626.0,mobile,1
11000041701,578.0,,311,311.0,mobile,1
11000041702,1087.0,,265,265.0,mobile,1
11000041703,475.0,,295,,desktop,0
11000041704,,,332,332.0,mobile,1
11000041705,1215.0,,428,428.0,mobile,1
11000041706,253.0,,21,21.0,mobile,1
11000041707,77.0,,222,222.0,mobile,1
11000041708,778.0,,377,377.0,desktop,1
11000041709,1279.0,,263,263.0,mobile,1
11000041710,371.0,,488,488.0,mobile,1
11000041711,,,602,602.0,desktop,1
11000041712,957.0,,505,505.0,mobile,1
11000041713,991.0,,42,42.0,mobile,1
11000041714,529.0,,237,237.0,mobile,1
11000041715,,,576,576.0,tablet,1
11000041716,,,610,,mobile,0
11000041717,78.0,,424,424.0,mobile,1
11000041718,952.0,,402,402.0,mobile,1
11000041719,338.0,,399,399.0,mobile,1
11000041720,962.0,,23,23.0,mobile,1
11000041721,,,127,127.0,tablet,1
11000041722,,,505,505.0,mobile,1
11000041723,512.0,,410,410.0,mobile,1
11000041724,758.0,,345,345.0,mobile,1
11000041725,,,155,155.0,desktop,1
11000041726,,,51,51.0,mobile,1
11000041727,1254.0,,98,,mobile,0
11000041728,1310.0,,601,601.0,mobile,1
11000041729,1134.0,,219,219.0,desktop,1
11000041730,,,307,,mobile,0
11000041731,,,198,198.0,mobile,1
11000041732,,,226,226.0,tablet,1
11000041733,,,417,417.0,desktop,1
11000041734,195.0,,632,632.0,desktop,1
11000041735,,,258,,mobile,0
11000041736,146.0,,204,204.0,mobile,1
11000041737,623.0,,230,230.0,mobile,1
11000041738,755.0,,415,415.0,mobile,1
11000041739,1276.0,,561,561.0,mobile,1
11000041740,1457.0,,617,617.0,desktop,1
11000041741,,,522,522.0,tablet,1
11000041742,1134.0,,310,310.0,desktop,1
11000041743,1104.0,,485,485.0,mobile,1
11000041744,512.0,,495,495.0,mobile,1
11000041745,55.0,,500,500.0,mobile,1
11000041746,866.0,,61,62.0,desktop,1
11000041747,,,617,617.0,mobile,1
11000041748,1311.0,,571,571.0,desktop,1
11000041749,196.0,,105,105.0,desktop,1
11000041750,246.0,,129,129.0,desktop,1
11000041751,1099.0,,191,191.0,mobile,1
11000041752,540.0,,12,12.0,desktop,1
11000041753,,,269,269.0,desktop,1
11000041754,1240.0,,613,613.0,mobile,1
11000041755,504.0,,410,410.0,mobile,1
11000041756,559.0,,226,226.0,mobile,1
11000041757,,,468,468.0,mobile,1
11000041758,941.0,,491,492.0,mobile,1
11000041759,,,367,367.0,mobile,1
11000041760,834.0,,150,150.0,mobile,1
11000041761,,,51,51.0,mobile,1
11000041762,1091.0,,391,391.0,mobile,1
11000041763,1195.0,,143,143.0,desktop,1
11000041764,1398.0,,314,314.0,desktop,1
11000041765,,,269,269.0,desktop,1
11000041766,,,373,373.0,desktop,1
11000041767,1339.0,,44,44.0,desktop,1
11000041768,13.0,,1,1.0,mobile,1
11000041769,1417.0,,47,,desktop,0
11000041770,392.0,,525,525.0,mobile,1
11000041771,,,42,42.0,mobile,1
11000041772,,,283,283.0,tablet,1
11000041773,,,413,,mobile,0
11000041774,,,602,602.0,mobile,1
11000041775,,,329,329.0,mobile,1
11000041776,257.0,,15,15.0,mobile,1
11000041777,287.0,,579,579.0,desktop,1
11000041778,790.0,,611,611.0,mobile,1
11000041779,974.0,,246,,mobile,0
11000041780,1456.0,,115,115.0,desktop,1
11000041781,1125.0,,637,637.0,desktop,1
11000041782,163.0,,185,185.0,mobile,1
11000041783,345.0,,79,,mobile,0
11000041784,,,305,305.0,mobile,1
11000041785,698.0,,468,468.0,mobile,1
11000041786,1170.0,,237,237.0,mobile,1
11000041787,1371.0,,462,462.0,mobile,1
11000041788,,,105,105.0,mobile,1
11000041789,584.0,,541,541.0,desktop,1
11000041790,546.0,,474,474.0,tablet,1
11000041791,697.0,,391,391.0,desktop,1
11000041792,933.0,,284,284.0,mobile,1
11000041793,908.0,,360,360.0,desktop,1
11000041794,528.0,,565,,desktop,0
11000041795,1191.0,,447,447.0,desktop,1
11000041796,1121.0,,626,626.0,mobile,1
11000041797,1113.0,,33,33.0,mobile,1
11000041798,53.0,,322,322.0,mobile,1
11000041799,,,300,300.0,mobile,1
11000041800,,,318,318.0,desktop,1
11000041801,658.0,,436,436.0,mobile,1
11000041802,1406.0,,404,404.0,mobile,1
11000041803,1145.0,,21,21.0,desktop,1
11000041804,38.0,,499,499.0,mobile,1
11000041805,20.0,,26,26.0,desktop,1
11000041806,,,243,243.0,mobile,1
11000041807,,,458,458.0,mobile,1
11000041808,850.0,,529,529.0,tablet,1
11000041809,1076.0,,35,35.0,mobile,1
11000041810,594.0,,44,44.0,mobile,1
11000041811,869.0,,368,368.0,desktop,1
11000041812,1146.0,,236,236.0,tablet,1
11000041813,685.0,,421,421.0,mobile,1
11000041814,205.0,,116,116.0,mobile,1
11000041815,416.0,,544,544.0,mobile,1
11000041816,258.0,,459,459.0,desktop,1
11000041817,334.0,,178,178.0,desktop,1
11000041818,1220.0,,360,360.0,mobile,1
11000041819,1237.0,,408,408.0,mobile,1
11000041820,,,515,515.0,mobile,1
11000041821,,,591,591.0,mobile,1
11000041822,1236.0,,268,268.0,mobile,1
11000041823,786.0,,83,83.0,mobile,1
11000041824,,,390,390.0,desktop,1
11000041825,1236.0,,348,348.0,desktop,1
11000041826,456.0,,542,542.0,mobile,1
11000041827,492.0,,490,490.0,mobile,1
11000041828,1096.0,,262,262.0,mobile,1
